Provider ID,Hospital Name,Measure ID,Gastrointestinal,Eye,Nervous System,Musculoskeletal,Skin,Genitourinary,Cardiovascular,Respiratory,Other,Footnote,Measure Start Date,Measure End Date
100084,LEESBURG REGIONAL MEDICAL CENTER,OP-26,10,0,0,0,1792,1,1380,141,23,,01/01/2017,12/31/2017
100086,BROWARD HEALTH NORTH,OP-26,903,21,117,217,1074,307,227,11,68,,01/01/2017,12/31/2017
100087,SARASOTA MEMORIAL HOSPITAL,OP-26,5151,593,437,914,3534,1935,4322,416,378,,01/01/2017,12/31/2017
100088,BAPTIST MEDICAL CENTER JACKSONVILLE,OP-26,5127,77,704,2395,886,1430,3182,643,524,,01/01/2017,12/31/2017
100090,FLAGLER HOSPITAL,OP-26,3379,833,70,421,257,637,122,96,113,,01/01/2017,12/31/2017
100092,STEWARD ROCKLEDGE HOSPITAL,OP-26,487,0,16,155,1859,347,347,31,7,,01/01/2017,12/31/2017
100093,BAPTIST HOSPITAL,OP-26,1700,5,177,175,701,647,1557,184,68,,01/01/2017,12/31/2017
100099,LAKE WALES MEDICAL CENTER,OP-26,1323,285,18,18,749,23,12,50,13,,01/01/2017,12/31/2017
100102,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,OP-26,304,0,0,16,35,127,3,0,10,,01/01/2017,12/31/2017
100105,INDIAN RIVER MEDICAL CENTER,OP-26,4896,0,103,368,3586,761,753,379,98,,01/01/2017,12/31/2017
100106,DOCTOR'S MEMORIAL HOSPITAL INC,OP-26,317,80,0,108,29,0,0,2,2,,01/01/2017,12/31/2017
100107,LEHIGH REGIONAL MEDICAL CENTER,OP-26,201,0,0,26,11,23,13,4,0,,01/01/2017,12/31/2017
100109,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,OP-26,1663,155,4,183,140,331,0,11,10,,01/01/2017,12/31/2017
100110,OSCEOLA REGIONAL MEDICAL CENTER,OP-26,394,0,32,8,8277,285,798,22,46,,01/01/2017,12/31/2017
100113,UF HEALTH SHANDS HOSPITAL,OP-26,6426,1113,765,1598,757,1467,1194,1338,307,,01/01/2017,12/31/2017
100117,BAPTIST MEDICAL CENTER - BEACHES,OP-26,1483,74,14,637,91,578,234,37,92,,01/01/2017,12/31/2017
100118,FLORIDA HOSPITAL FLAGLER,OP-26,3848,0,0,956,231,409,3,13,68,,01/01/2017,12/31/2017
100121,BARTOW REGIONAL MEDICAL CENTER,OP-26,402,0,0,0,483,12,31,3,2,,01/01/2017,12/31/2017
100122,NORTH OKALOOSA MEDICAL CENTER,OP-26,2641,214,0,136,1078,98,26,9,9,,01/01/2017,12/31/2017
100124,SANTA ROSA MEDICAL CENTER,OP-26,1333,0,6,155,46,296,71,27,4,,01/01/2017,12/31/2017
100125,HOMESTEAD HOSPITAL,OP-26,690,10,0,44,538,47,31,7,6,,01/01/2017,12/31/2017
100126,PALMS OF PASADENA HOSPITAL,OP-26,1247,0,1,124,6445,144,30,182,25,,01/01/2017,12/31/2017
100127,MORTON PLANT HOSPITAL,OP-26,1220,0,0,0,1081,424,2317,140,467,,01/01/2017,12/31/2017
100128,TAMPA GENERAL HOSPITAL,OP-26,3711,415,171,447,492,1540,1880,599,106,,01/01/2017,12/31/2017
100130,LAKESIDE MEDICAL CENTER,OP-26,115,0,0,0,230,1,0,0,0,,01/01/2017,12/31/2017
100131,AVENTURA HOSPITAL AND MEDICAL CENTER,OP-26,903,0,55,148,1226,441,571,69,123,,01/01/2017,12/31/2017
100132,SOUTH FLORIDA BAPTIST HOSPITAL,OP-26,1523,0,1,0,313,56,108,18,10,,01/01/2017,12/31/2017
100134,ED FRASER MEMORIAL HOSPITAL,OP-26,430,0,109,52,5,0,0,0,0,,01/01/2017,12/31/2017
100135,TALLAHASSEE MEMORIAL HOSPITAL,OP-26,2236,0,232,179,431,480,2122,183,251,,01/01/2017,12/31/2017
100137,HEART OF FLORIDA REGIONAL MEDICAL CENTER,OP-26,1141,3,26,387,2303,464,373,17,95,,01/01/2017,12/31/2017
100140,BAPTIST MEDICAL CENTER - NASSAU,OP-26,2075,1246,0,192,72,203,74,8,36,,01/01/2017,12/31/2017
100142,JACKSON HOSPITAL,OP-26,841,0,0,121,24,32,4,2,5,,01/01/2017,12/31/2017
100150,LOWER KEYS MEDICAL CENTER,OP-26,141,61,4,184,8,18,0,0,2,,01/01/2017,12/31/2017
100151,MAYO CLINIC,OP-26,5436,1108,198,505,464,1215,855,1699,450,,01/01/2017,12/31/2017
100154,SOUTH MIAMI HOSPITAL,OP-26,817,88,55,84,2998,971,1222,231,116,,01/01/2017,12/31/2017
100156,LAKE CITY MEDICAL CENTER,OP-26,523,0,1,345,26,248,64,26,23,,01/01/2017,12/31/2017
100157,LAKELAND REGIONAL MEDICAL CENTER,OP-26,3104,0,26,320,10159,1968,642,356,208,,01/01/2017,12/31/2017
100161,CENTRAL FLORIDA REGIONAL HOSPITAL,OP-26,273,0,47,51,54,196,460,68,17,,01/01/2017,12/31/2017
100166,DOCTORS HOSPITAL OF SARASOTA,OP-26,323,0,140,195,3015,426,416,73,44,,01/01/2017,12/31/2017
100167,PLANTATION GENERAL HOSPITAL,OP-26,839,0,37,285,40,373,1050,465,63,,01/01/2017,12/31/2017
100168,BOCA RATON REGIONAL HOSPITAL,OP-26,2647,0,186,768,2020,945,1726,288,633,,01/01/2017,12/31/2017
100173,FLORIDA HOSPITAL TAMPA,OP-26,3102,1,81,647,1545,790,1559,248,227,,01/01/2017,12/31/2017
100175,DESOTO MEMORIAL HOSPITAL,OP-26,456,0,2,22,3,29,0,0,0,,01/01/2017,12/31/2017
100176,PALM BEACH GARDENS MEDICAL CENTER,OP-26,605,0,40,165,71,222,1719,47,7,,01/01/2017,12/31/2017
100177,CAPE CANAVERAL HOSPITAL,OP-26,2191,8,62,217,552,346,176,12,48,,01/01/2017,12/31/2017
100179,MEMORIAL HOSPITAL JACKSONVILLE,OP-26,1795,1,54,604,1429,628,1517,167,98,,01/01/2017,12/31/2017
100180,ST PETERSBURG GENERAL HOSPITAL,OP-26,810,0,7,94,111,333,7,121,60,,01/01/2017,12/31/2017
100181,LARKIN COMMUNITY HOSPITAL,OP-26,739,276,2,65,36,129,28,5,29,,01/01/2017,12/31/2017
100183,CORAL GABLES HOSPITAL,OP-26,1007,208,11,126,258,417,18,7,95,,01/01/2017,12/31/2017
100187,PALMETTO GENERAL HOSPITAL,OP-26,728,18,7,160,1268,613,499,39,123,,01/01/2017,12/31/2017
100189,NORTHWEST MEDICAL CENTER,OP-26,505,0,75,89,86,714,691,8,44,,01/01/2017,12/31/2017
100191,MEDICAL CENTER OF TRINITY,OP-26,529,0,82,15,4910,457,219,72,91,,01/01/2017,12/31/2017
100200,BROWARD HEALTH IMPERIAL POINT,OP-26,1891,96,0,119,1956,102,46,224,0,,01/01/2017,12/31/2017
100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,OP-26,1662,0,239,281,1343,926,1041,102,232,,01/01/2017,12/31/2017
100206,MEMORIAL HOSPITAL OF TAMPA,OP-26,1427,16,24,271,2191,133,60,303,12,,01/01/2017,12/31/2017
100209,KENDALL REGIONAL MEDICAL CENTER,OP-26,1321,131,15,272,1115,285,202,17,53,,01/01/2017,12/31/2017
100211,FLORIDA HOSPITAL DADE CITY,OP-26,785,0,0,24,136,86,123,18,5,,01/01/2017,12/31/2017
100212,OCALA REGIONAL MEDICAL CENTER,OP-26,1040,0,390,1032,274,281,702,4719,71,,01/01/2017,12/31/2017
100213,BLAKE MEDICAL CENTER,OP-26,660,0,27,159,596,124,344,30,73,,01/01/2017,12/31/2017
100217,STEWARD SEBASTIAN RIVER MEDICAL CENTER,OP-26,2520,0,25,800,0,473,59,69,78,,01/01/2017,12/31/2017
100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,OP-26,2051,0,163,300,425,472,668,283,76,,01/01/2017,12/31/2017
100223,FORT WALTON BEACH MEDICAL CENTER,OP-26,673,0,179,145,2089,348,540,538,33,,01/01/2017,12/31/2017
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,OP-26,90,0,2,43,2423,94,15,5,37,,01/01/2017,12/31/2017
100226,ORANGE PARK MEDICAL CENTER,OP-26,1090,0,200,59,2510,523,862,256,42,,01/01/2017,12/31/2017
100228,WESTSIDE REGIONAL MEDICAL CENTER,OP-26,680,0,35,141,111,170,681,8,75,,01/01/2017,12/31/2017
100230,MEMORIAL HOSPITAL PEMBROKE,OP-26,400,0,5,153,216,351,34,34,13,,01/01/2017,12/31/2017
100231,WEST FLORIDA HOSPITAL,OP-26,1447,0,261,347,192,585,788,99,113,,01/01/2017,12/31/2017
100232,PUTNAM COMMUNITY MEDICAL CENTER,OP-26,1070,522,0,121,611,131,82,80,20,,01/01/2017,12/31/2017
100236,FAWCETT MEMORIAL HOSPITAL,OP-26,1554,0,110,39,3495,177,616,248,14,,01/01/2017,12/31/2017
100238,NORTHSIDE HOSPITAL,OP-26,453,2,42,156,100,174,942,12,9,,01/01/2017,12/31/2017
100242,GULF COAST REGIONAL MEDICAL CENTER,OP-26,2448,0,24,104,4053,562,238,13,111,,01/01/2017,12/31/2017
100243,BRANDON REGIONAL HOSPITAL,OP-26,1807,0,126,298,206,499,705,321,109,,01/01/2017,12/31/2017
100244,CAPE CORAL HOSPITAL,OP-26,1664,0,221,135,446,557,96,125,36,,01/01/2017,12/31/2017
100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,OP-26,284,0,1,232,90,123,566,53,24,,01/01/2017,12/31/2017
100248,LARGO MEDICAL CENTER,OP-26,1185,46,165,197,5035,130,1483,76,63,,01/01/2017,12/31/2017
100249,BAYFRONT HEALTH SEVEN RIVERS,OP-26,376,0,11,169,88,220,43,3,10,,01/01/2017,12/31/2017
100252,RAULERSON HOSPITAL,OP-26,906,84,0,114,311,193,19,17,23,,01/01/2017,12/31/2017
100253,JUPITER MEDICAL CENTER,OP-26,4054,19,0,397,0,405,1456,17,3438,,01/01/2017,12/31/2017
100254,CAPITAL REGIONAL MEDICAL CENTER,OP-26,1928,0,131,217,816,185,94,74,36,,01/01/2017,12/31/2017
100255,TAMPA COMMUNITY HOSPITAL,OP-26,212,0,0,19,5,84,29,38,2,,01/01/2017,12/31/2017
100256,REGIONAL MEDICAL CENTER BAYONET POINT,OP-26,272,0,64,77,3492,79,928,139,15,,01/01/2017,12/31/2017
100258,DELRAY MEDICAL CENTER,OP-26,832,0,45,194,2559,528,1090,23,19,,01/01/2017,12/31/2017
100259,SOUTH BAY HOSPITAL,OP-26,476,0,0,240,32,145,75,45,16,,01/01/2017,12/31/2017
100260,ST LUCIE MEDICAL CENTER,OP-26,320,0,124,169,3062,32,38,11,21,,01/01/2017,12/31/2017
100264,OAK HILL HOSPITAL,OP-26,672,0,30,102,126,247,177,92,70,,01/01/2017,12/31/2017
100265,MEASE COUNTRYSIDE HOSPITAL,OP-26,1316,0,1,0,992,204,322,140,102,,01/01/2017,12/31/2017
100266,GULF BREEZE HOSPITAL,OP-26,1343,0,265,534,374,54,243,2,69,,01/01/2017,12/31/2017
100267,ENGLEWOOD COMMUNITY HOSPITAL,OP-26,295,0,2,7,3154,296,93,5,6,,01/01/2017,12/31/2017
100268,WEST BOCA MEDICAL CENTER,OP-26,578,17,7,277,281,412,24,23,144,,01/01/2017,12/31/2017
100269,PALMS WEST HOSPITAL,OP-26,953,0,1,291,192,334,56,77,72,,01/01/2017,12/31/2017
100275,WELLINGTON REGIONAL MEDICAL CENTER LLC,OP-26,1102,217,31,214,134,634,82,118,74,,01/01/2017,12/31/2017
100276,BROWARD HEALTH CORAL SPRINGS,OP-26,379,0,3,130,307,428,30,77,54,,01/01/2017,12/31/2017
100281,MEMORIAL HOSPITAL WEST,OP-26,647,0,68,306,334,607,228,22,175,,01/01/2017,12/31/2017
100284,WESTCHESTER GENERAL HOSPITAL,OP-26,16,0,1,0,0,16,1,0,0,,01/01/2017,12/31/2017
100285,MEMORIAL HOSPITAL MIRAMAR,OP-26,492,0,0,85,107,986,0,55,48,,01/01/2017,12/31/2017
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,OP-26,3189,300,159,713,4084,1177,864,72,129,,01/01/2017,12/31/2017
100287,GOOD SAMARITAN MEDICAL CENTER,OP-26,614,11,15,190,492,287,189,72,166,,01/01/2017,12/31/2017
100288,ST MARY'S MEDICAL CENTER,OP-26,377,0,11,338,2705,111,38,28,6,,01/01/2017,12/31/2017
100289,CLEVELAND CLINIC HOSPITAL,OP-26,10925,0,258,784,6187,3639,1335,4461,322,,01/01/2017,12/31/2017
100290,"VILLAGES REGIONAL HOSPITAL, THE",OP-26,2,0,0,0,1660,2,871,243,19,,01/01/2017,12/31/2017
100291,STEWARD MELBOURNE HOSPITAL,OP-26,1694,0,12,682,101,157,105,73,62,,01/01/2017,12/31/2017
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,OP-26,1469,0,112,46,436,230,197,18,58,,01/01/2017,12/31/2017
100296,DOCTORS HOSPITAL,OP-26,770,0,24,1696,480,128,12,6,112,,01/01/2017,12/31/2017
100299,LAKEWOOD RANCH MEDICAL CENTER,OP-26,1055,0,12,255,161,308,166,61,33,,01/01/2017,12/31/2017
100302,ST CLOUD REGIONAL MEDICAL CENTER,OP-26,263,415,9,44,569,187,137,2,20,,01/01/2017,12/31/2017
100307,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,OP-26,1101,0,372,381,2001,570,318,21,66,,01/01/2017,12/31/2017
100313,SACRED HEART HOSPITAL ON THE GULF,OP-26,209,0,0,41,72,0,0,0,1,,01/01/2017,12/31/2017
100314,WEST KENDALL BAPTIST HOSPITAL,OP-26,1646,0,0,554,756,576,4,26,14,,01/01/2017,12/31/2017
100315,VIERA HOSPITAL,OP-26,2352,0,0,814,218,103,91,7,19,,01/01/2017,12/31/2017
100316,PALM BAY HOSPITAL,OP-26,1281,0,0,300,621,126,63,43,6,,01/01/2017,12/31/2017
100319,FLORIDA HOSPITAL WESLEY CHAPEL,OP-26,815,0,2,644,69,290,0,68,9,,01/01/2017,12/31/2017
100320,POINCIANA MEDICAL CENTER,OP-26,525,55,0,7,5,0,5,15,5,,01/01/2017,12/31/2017
100321,ST VINCENTS MEDICAL CENTER - CLAY COUNTY,OP-26,1879,0,32,372,1854,148,79,54,61,,01/01/2017,12/31/2017
100322,REGIONAL GENERAL HOSPITAL WILLISTON,OP-26,0,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
100329,OVIEDO MEDICAL CENTER,OP-26,67,0,5,17,4,48,37,2,3,,01/01/2017,12/31/2017
101300,FLORIDA HOSPITAL WAUCHULA,OP-26,0,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
101301,SHANDS LIVE OAK REGIONAL MEDICAL CENTER,OP-26,180,0,0,0,0,0,1,0,0,,01/01/2017,12/31/2017
101305,GEORGE E WEEMS MEMORIAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
101309,HENDRY REGIONAL MEDICAL CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
101310,SHANDS STARKE REGIONAL MEDICAL CENTER,OP-26,263,0,4,87,7,53,57,0,0,,01/01/2017,12/31/2017
101312,FISHERMEN'S COMMUNITY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
101313,MARINERS HOSPITAL,OP-26,714,0,0,4,400,4,0,0,4,,01/01/2017,12/31/2017
110001,HAMILTON MEDICAL CENTER,OP-26,3737,1,296,58,98,476,65,155,46,,01/01/2017,12/31/2017
110002,UPSON REGIONAL MEDICAL CENTER,OP-26,734,226,0,118,47,655,14,25,11,,01/01/2017,12/31/2017
110003,MEMORIAL SATILLA HEALTH,OP-26,2051,930,1,87,79,117,90,42,60,,01/01/2017,12/31/2017
110005,NORTHSIDE HOSPITAL FORSYTH,OP-26,5072,1614,187,614,227,785,41,268,100,,01/01/2017,12/31/2017
110006,ST MARY'S HOSPITAL,OP-26,946,17,133,546,536,395,371,323,155,,01/01/2017,12/31/2017
110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,OP-26,8202,359,60,604,2973,809,675,642,238,,01/01/2017,12/31/2017
110008,NORTHSIDE HOSPITAL CHEROKEE,OP-26,2012,756,78,642,82,634,18,51,32,,01/01/2017,12/31/2017
110010,EMORY UNIVERSITY HOSPITAL,OP-26,237,6,155,131,393,603,73,54,121,,01/01/2017,12/31/2017
110011,TANNER MEDICAL CENTER - CARROLLTON,OP-26,2092,0,76,672,2422,500,481,44,103,,01/01/2017,12/31/2017
110015,TANNER MEDICAL CENTER VILLA RICA,OP-26,1387,0,0,287,12,138,62,9,8,,01/01/2017,12/31/2017
110016,WELLSTAR WEST GEORGIA MEDICAL CENTER,OP-26,3040,0,0,221,83,403,222,160,30,,01/01/2017,12/31/2017
110018,PIEDMONT NEWTON HOSPITAL,OP-26,236,423,24,231,51,231,12,0,28,,01/01/2017,12/31/2017
110023,GORDON HOSPITAL,OP-26,1188,679,7,163,179,333,0,13,8,,01/01/2017,12/31/2017
110024,CANDLER HOSPITAL,OP-26,2811,26,5,144,7725,1068,8,543,268,,01/01/2017,12/31/2017
110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,OP-26,2235,90,93,626,299,771,81,2,102,,01/01/2017,12/31/2017
110026,ELBERT MEMORIAL HOSPITAL,OP-26,475,95,0,48,118,150,0,0,0,,01/01/2017,12/31/2017
110027,"ST MARY'S SACRED HEART HOSPITAL, INC",OP-26,521,185,0,37,8,52,0,0,4,,01/01/2017,12/31/2017
110028,UNIVERSITY HOSPITAL,OP-26,3415,348,208,404,3200,756,1130,72,394,,01/01/2017,12/31/2017
110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",OP-26,7584,0,406,1720,5262,1990,2726,300,335,,01/01/2017,12/31/2017
110030,CARTERSVILLE MEDICAL CENTER,OP-26,2682,528,54,594,2216,270,288,39,71,,01/01/2017,12/31/2017
110031,WELLSTAR SPALDING REGIONAL HOSPITAL,OP-26,608,1075,12,161,4516,88,106,34,29,,01/01/2017,12/31/2017
110032,STEPHENS COUNTY HOSPITAL,OP-26,548,0,0,84,52,171,0,0,9,,01/01/2017,12/31/2017
110034,AU MEDICAL CENTER,OP-26,3051,667,177,782,2620,453,1370,3562,111,,01/01/2017,12/31/2017
110035,WELLSTAR KENNESTONE HOSPITAL,OP-26,3028,0,248,444,505,6115,329,426,77,,01/01/2017,12/31/2017
110036,MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER,OP-26,3135,37,324,166,912,637,1187,291,251,,01/01/2017,12/31/2017
110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,OP-26,3958,0,44,227,433,354,274,30,89,,01/01/2017,12/31/2017
110040,NORTHRIDGE MEDICAL CENTER,OP-26,165,0,30,268,9,2,0,0,147,,01/01/2017,12/31/2017
110041,HABERSHAM COUNTY MEDICAL CTR,OP-26,231,269,0,86,6,16,9,0,4,,01/01/2017,12/31/2017
110042,WELLSTAR PAULDING HOSPITAL,OP-26,693,479,0,52,107,285,0,26,6,,01/01/2017,12/31/2017
110043,ST JOSEPH'S HOSPITAL - SAVANNAH,OP-26,1351,1102,212,405,2500,2,993,142,45,,01/01/2017,12/31/2017
110044,PHOEBE SUMTER MEDICAL CENTER,OP-26,40,0,0,2,13,0,6,0,4,,01/01/2017,12/31/2017
110045,NORTHEAST GEORGIA MEDICAL CENTER BARROW,OP-26,59,0,1,39,60,1,0,26,1,,01/01/2017,12/31/2017
110046,"PIEDMONT WALTON HOSPITAL, INC",OP-26,77,254,0,34,0,34,0,38,0,,01/01/2017,12/31/2017
110050,MURRAY MEDICAL CENTER,OP-26,49,226,0,65,0,0,0,0,0,,01/01/2017,12/31/2017
110051,UNION GENERAL HOSPITAL,OP-26,2517,212,0,55,92,128,3,5,37,,01/01/2017,12/31/2017
110054,FLOYD MEDICAL CENTER,OP-26,1032,393,110,431,3581,637,138,22,31,,01/01/2017,12/31/2017
110064,PIEDMONT COLUMBUS REGIONAL MIDTOWN,OP-26,2727,293,81,97,139,222,150,71,62,,01/01/2017,12/31/2017
110069,HOUSTON MEDICAL CENTER,OP-26,6619,0,181,801,1578,626,1217,78,118,,01/01/2017,12/31/2017
110071,APPLING HOSPITAL,OP-26,397,161,0,0,65,3,0,6,0,,01/01/2017,12/31/2017
110073,DORMINY MEDICAL CENTER,OP-26,36,123,0,2,2,0,0,0,0,,01/01/2017,12/31/2017
110074,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,OP-26,4112,326,438,829,2730,756,1541,101,230,,01/01/2017,12/31/2017
110075,EAST GEORGIA REGIONAL MEDICAL CENTER,OP-26,3290,476,49,345,1824,422,60,47,61,,01/01/2017,12/31/2017
110076,DEKALB MEDICAL CENTER,OP-26,1691,366,97,676,1865,483,264,77,162,,01/01/2017,12/31/2017
110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,OP-26,334,163,110,201,3527,504,124,152,158,,01/01/2017,12/31/2017
110079,GRADY MEMORIAL HOSPITAL,OP-26,3185,1150,10,338,4971,1066,244,908,65,,01/01/2017,12/31/2017
110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",OP-26,334,0,95,242,335,653,173,11,144,,01/01/2017,12/31/2017
110083,PIEDMONT HOSPITAL,OP-26,6231,85,168,778,556,1546,1130,430,306,,01/01/2017,12/31/2017
110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,OP-26,0,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
110087,GWINNETT MEDICAL CENTER,OP-26,4495,1640,231,2598,1462,1241,1585,212,406,,01/01/2017,12/31/2017
110089,COFFEE REGIONAL MEDICAL CENTER,OP-26,1097,233,20,259,569,227,165,3,18,,01/01/2017,12/31/2017
110091,PIEDMONT ROCKDALE HOSPITAL,OP-26,1266,602,39,311,902,502,85,15,67,,01/01/2017,12/31/2017
110092,DODGE COUNTY HOSPITAL,OP-26,336,401,0,148,89,1,0,0,3,,01/01/2017,12/31/2017
110095,TIFT REGIONAL MEDICAL CENTER,OP-26,1054,46,126,815,63,1711,378,66,138,,01/01/2017,12/31/2017
110100,JEFFERSON HOSPITAL,OP-26,144,0,0,0,2,0,0,0,0,,01/01/2017,12/31/2017
110101,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,OP-26,2,0,1,0,0,0,0,0,0,,01/01/2017,12/31/2017
110104,CRISP REGIONAL HOSPITAL,OP-26,1151,157,0,95,53,136,0,1,13,,01/01/2017,12/31/2017
110105,COLQUITT REGIONAL MEDICAL CENTER,OP-26,79,0,5,16,30,95,0,2,6,,01/01/2017,12/31/2017
110107,"MEDICAL CENTER, NAVICENT HEALTH (THE)",OP-26,2024,69,180,315,921,1003,1940,366,202,,01/01/2017,12/31/2017
110109,EMANUEL MEDICAL CENTER,OP-26,0,140,0,245,61,0,0,0,0,,01/01/2017,12/31/2017
110111,UNIVERSITY HOSPITAL MCDUFFIE,OP-26,1022,137,41,73,0,2,9,18,11,,01/01/2017,12/31/2017
110113,BURKE MEDICAL CENTER,OP-26,0,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
110115,WELLSTAR ATLANTA MEDICAL CENTER,OP-26,332,13,6,260,203,490,91,115,28,,01/01/2017,12/31/2017
110121,GRADY GENERAL HOSPITAL,OP-26,568,0,0,253,13,25,0,0,3,,01/01/2017,12/31/2017
110122,SOUTH GEORGIA MEDICAL CENTER,OP-26,2747,962,35,987,810,425,54,7,63,,01/01/2017,12/31/2017
110124,WAYNE MEMORIAL HOSPITAL,OP-26,642,507,0,312,0,1003,0,0,581,,01/01/2017,12/31/2017
110125,FAIRVIEW PARK HOSPITAL,OP-26,1337,53,12,248,1677,210,152,65,48,,01/01/2017,12/31/2017
110128,MEADOWS REGIONAL MEDICAL CENTER,OP-26,1010,67,10,49,1937,108,29,13,11,,01/01/2017,12/31/2017
110129,ST FRANCIS HOSPITAL,OP-26,4678,115,68,1088,3728,522,795,58,163,,01/01/2017,12/31/2017
110130,IRWIN COUNTY HOSPITAL,OP-26,113,0,0,0,0,0,0,0,836,,01/01/2017,12/31/2017
110132,MEMORIAL HOSPITAL AND MANOR,OP-26,196,84,5,14,27,80,0,0,0,,01/01/2017,12/31/2017
110135,TAYLOR REGIONAL HOSPITAL,OP-26,455,0,2,42,23,12,0,0,0,,01/01/2017,12/31/2017
110142,EVANS MEMORIAL HOSPITAL,OP-26,1647,0,0,2,19,0,0,0,0,,01/01/2017,12/31/2017
110143,WELLSTAR COBB HOSPITAL,OP-26,767,150,19,138,278,1120,237,137,32,,01/01/2017,12/31/2017
110146,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,OP-26,1037,0,0,202,30,12,0,5,17,,01/01/2017,12/31/2017
110150,NAVICENT HEALTH BALDWIN,OP-26,812,491,0,169,58,37,0,5,0,,01/01/2017,12/31/2017
110153,PERRY HOSPITAL,OP-26,1218,79,30,189,114,41,27,0,6,,01/01/2017,12/31/2017
110161,NORTHSIDE HOSPITAL,OP-26,7127,2825,226,955,1039,4305,123,721,742,,01/01/2017,12/31/2017
110164,COLISEUM MEDICAL CENTERS,OP-26,2173,0,35,49,273,358,1304,50,124,,01/01/2017,12/31/2017
110165,SOUTHERN REGIONAL MEDICAL CENTER,OP-26,882,466,3,97,2305,301,170,10,79,,01/01/2017,12/31/2017
110168,REDMOND REGIONAL MEDICAL CENTER,OP-26,1112,0,70,431,3044,425,1284,110,49,,01/01/2017,12/31/2017
110177,DOCTORS HOSPITAL,OP-26,2061,0,60,141,4411,529,126,152,64,,01/01/2017,12/31/2017
110184,WELLSTAR DOUGLAS HOSPITAL,OP-26,874,1252,13,71,27,494,5,46,16,,01/01/2017,12/31/2017
110187,CHESTATEE REGIONAL HOSPITAL,OP-26,95,6,11,34,26,14,0,0,0,,01/01/2017,12/31/2017
110189,FANNIN REGIONAL HOSPITAL,OP-26,1282,337,0,178,37,56,0,11,12,,01/01/2017,12/31/2017
110190,FLINT RIVER COMMUNITY HOSPITAL,OP-26,0,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
110191,PIEDMONT HENRY HOSPITAL,OP-26,2212,119,126,307,184,319,259,28,98,,01/01/2017,12/31/2017
110192,EASTSIDE MEDICAL CENTER,OP-26,605,66,51,513,2956,285,58,18,80,,01/01/2017,12/31/2017
110194,DONALSONVILLE HOSPITAL INC,OP-26,295,0,0,3,136,16,0,0,5,,01/01/2017,12/31/2017
110198,WELLSTAR NORTH FULTON HOSPITAL,OP-26,485,0,546,144,984,237,41,46,47,,01/01/2017,12/31/2017
110200,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,OP-26,591,0,187,320,116,302,3,0,57,,01/01/2017,12/31/2017
110201,COLISEUM NORTHSIDE HOSPITAL,OP-26,1052,0,200,149,4176,98,4,6,0,,01/01/2017,12/31/2017
110209,TURNING POINT HOSPITAL,OP-26,0,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
110215,PIEDMONT FAYETTE HOSPITAL,OP-26,3977,1213,127,249,276,1190,205,189,183,,01/01/2017,12/31/2017
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,OP-26,967,0,29,196,114,136,38,72,60,,01/01/2017,12/31/2017
110226,DEKALB MEDICAL CENTER AT HILLANDALE,OP-26,311,0,0,165,707,23,82,1,30,,01/01/2017,12/31/2017
