Provider ID,Hospital name,State,ZIP Code,Latitude,Longitude
131319,MINIDOKA MEMORIAL HOSPITAL,ID,83350,42.619625,-113.685362
131320,CLEARWATER VALLEY HOSPITAL & CLINICS,ID,83544,46.487315,-116.259916
131321,ST MARY'S HOSPITAL,ID,83522,46.050371,-116.351645
131322,FRANKLIN COUNTY MEDICAL CENTER,ID,83263,42.098379,-111.875467
131323,ST LUKE'S WOOD RIVER MEDICAL CENTER,ID,83340,43.648473,-114.349018
131324,LOST RIVERS MEDICAL CENTER,ID,83213,43.640552,-113.296253
131325,BINGHAM MEMORIAL HOSPITAL,ID,83221,43.192952,-112.347442
131326,CASSIA REGIONAL HOSPITAL,ID,83318,42.534204,-113.783419
131327,GRITMAN MEDICAL CENTER,ID,83843,46.728704,-117.001406
131328,BONNER GENERAL HOSPITAL,ID,83864,48.277485,-116.550314
140001,GRAHAM HOSPITAL ASSOCIATION,IL,61520,40.553293,-90.038115
140002,ALTON MEMORIAL HOSPITAL,IL,62002,38.8906,-90.18428
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,IL,60435,41.528248,-88.134645
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,IL,60160,41.908342,-87.841101
140010,NORTHSHORE UNIVERSITY HEALTHSYSTEM EVANSTON HOSP,IL,60201,42.0653,-87.683293
140011,HERRIN HOSPITAL,IL,62948,37.801613,-89.026508
140012,KATHERINE SHAW BETHEA HOSPITAL,IL,61021,41.84423,-89.480131
140013,PROCTOR HOSPITAL,IL,61614,40.752496,-89.593254
140015,BLESSING HOSPITAL,IL,62305,39.934968,-91.32990600000001
140018,MT SINAI HOSPITAL MEDICAL CENTER,IL,60608,41.860121,-87.695717
140019,HSHS GOOD SHEPHERD HOSPITAL INC,IL,62565,39.405801,-88.807113
140029,COPLEY MEMORIAL HOSPITAL,IL,60504,41.727722,-88.268415
140030,SHERMAN HOSPITAL,IL,60123,42.070221,-88.331468
140032,ST ANTHONYS MEMORIAL HOSPITAL,IL,62401,39.124496,-88.549274
140033,LAKE BEHAVIORAL HOSPITAL,IL,60085,42.359402,-87.866605
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,IL,62801,38.530809,-89.115999
140040,GALESBURG COTTAGE HOSPITAL,IL,61401,40.955483,-90.366199
140043,CGH MEDICAL CENTER,IL,61081,41.801564,-89.696733
140046,GOOD SAMARITAN REGIONAL HLTH CENTER,IL,62864,38.3149,-88.93
140048,ADVOCATE TRINITY HOSPITAL,IL,60617,41.726211,-87.56725
140049,WEST SUBURBAN MEDICAL CENTER,IL,60302,41.89184,-87.777471
140052,OSF SAINT ANTHONY'S HEALTH CENTER,IL,62002,38.907614,-90.17273399999999
140053,ST JOHNS HOSPITAL,IL,62769,39.807289,-89.644833
140054,MACNEAL  HOSPITAL,IL,60402,41.832002,-87.792783
140058,PASSAVANT AREA HOSPITAL,IL,62650,39.745268,-90.259912
140059,JERSEY COMMUNITY HOSPITAL,IL,62052,39.109906,-90.341622
140062,PALOS COMMUNITY HOSPITAL,IL,60463,41.668955,-87.815976
140063,RUSH OAK PARK HOSPITAL,IL,60304,41.879026,-87.803818
140064,ST MARY MEDICAL CENTER,IL,61401,40.98702,-90.363609
140065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,IL,60525,41.797382,-87.888407
140067,SAINT FRANCIS MEDICAL CENTER,IL,61637,40.702366,-89.589985
140068,ROSELAND COMMUNITY HOSPITAL,IL,60628,41.692562,-87.624734
140077,TOUCHETTE REGIONAL HOSPITAL INC,IL,62207,38.571324,-90.10767
140080,PRESENCE SAINT FRANCIS HOSPITAL,IL,60202,42.023951,-87.685159
140082,LOUIS A WEISS MEMORIAL HOSPITAL,IL,60640,41.966521,-87.648898
140083,LORETTO HOSPITAL,IL,60644,41.872042,-87.764443
140084,VISTA MEDICAL CENTER EAST,IL,60085,42.378264,-87.830964
140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,IL,60637,41.787956,-87.604925
140089,MC DONOUGH DISTRICT HOSPITAL,IL,61455,40.447907,-90.66403
140091,THE CARLE FOUNDATION HOSPITAL,IL,61801,40.117423,-88.213888
140093,OSF SACRED HEART MEDICAL CENTER,IL,61832,40.136197,-87.644908
140095,SAINT ANTHONY HOSPITAL,IL,60623,41.855538,-87.698272
140100,MIDWESTERN REGION MED CENTER,IL,60099,42.44897,-87.82684
140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,IL,60450,41.368907,-88.426016
140103,ST BERNARD HOSPITAL,IL,60621,41.778114,-87.633273
140110,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,IL,61350,41.356417,-88.82536
140113,OSF HEART OF MARY MEDICAL CENTER,IL,61801,40.117391,-88.227123
140114,SWEDISH COVENANT HOSPITAL,IL,60625,41.975219,-87.698918
140115,THOREK MEMORIAL HOSPITAL,IL,60613,41.954556,-87.650899
140116,NORTHWESTERN MEDICINE MCHENRY HOSPITAL,IL,60050,42.3189,-88.279787
140117,PRESENCE RESURRECTION MEDICAL CENTER,IL,60631,41.988458,-87.81257
140118,METROSOUTH MEDICAL CENTER,IL,60406,41.658155,-87.677314
140119,RUSH UNIVERSITY MEDICAL CENTER,IL,60612,41.875166,-87.66851
140120,PEKIN MEMORIAL HOSPITAL,IL,61554,40.563142,-89.633191
140122,ADVENTIST HINSDALE HOSPITAL,IL,60521,41.805329,-87.920062
140124,JOHN H STROGER JR HOSPITAL,IL,60612,41.874041,-87.674311
140125,GATEWAY REGIONAL MEDICAL CENTER,IL,62040,38.700891,-90.144958
140127,ADVOCATE BROMENN MEDICAL CENTER,IL,61761,40.496332,-88.99096
140130,NORTHWESTERN LAKE FOREST HOSPITAL,IL,60045,42.259134,-87.866327
140133,HOLY CROSS HOSPITAL,IL,60629,41.770008,-87.691909
140135,DECATUR MEMORIAL HOSPITAL,IL,62526,39.866492,-88.960912
140137,GREENVILLE REGIONAL HOSPITAL,IL,62246,38.90188,-89.408677
140143,ST MARGARETS HOSPITAL,IL,61362,41.328409,-89.192633
140145,ST JOSEPHS HOSPITAL,IL,62230,38.625154,-89.524944
140147,RICHLAND MEMORIAL HOSPITAL,IL,62450,38.735021,-88.077125
140148,MEMORIAL MEDICAL CENTER,IL,62702,39.808778,-89.654586
140150,UNIVERSITY OF ILLINOIS HOSPITAL,IL,60612,41.869224,-87.670529
140155,PRESENCE ST MARYS HOSPITAL,IL,60901,41.121113,-87.871768
140158,MERCY HOSPITAL AND MEDICAL CENTER,IL,60616,41.847053,-87.623583
140160,FHN MEMORIAL HOSPITAL,IL,61032,42.295894,-89.637947
140161,SAINT JAMES HOSPITAL,IL,61764,40.873402,-88.678583
140162,ST JOSEPH MEDICAL CENTER,IL,61701,40.480118,-88.955385
140164,MEMORIAL HOSPITAL OF CARBONDALE,IL,62901,37.727973,-89.220121
140166,ST MARYS HOSPITAL,IL,62521,39.82635,-88.93191
140167,IROQUOIS MEMORIAL HOSPITAL,IL,60970,40.765541,-87.732666
140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,IL,60461,41.523061,-87.71078100000001
140174,PRESENCE MERCY MEDICAL CENTER,IL,60506,41.786906,-88.328909
140176,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,IL,60098,42.275688,-88.398938
140177,JACKSON PARK HOSPITAL,IL,60649,41.757332,-87.58571
140179,LITTLE COMPANY OF MARY HOSPITAL,IL,60805,41.720902,-87.691966
140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,IL,60622,41.903104,-87.683213
140181,SOUTH SHORE HOSPITAL,IL,60617,41.749496,-87.568623
140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,IL,60657,41.936315,-87.651554
140184,HEARTLAND REGIONAL MEDICAL CENTER,IL,62959,37.744891,-88.988848
140185,MEMORIAL HOSPITAL,IL,62226,38.550533,-90.021168
140186,RIVERSIDE MEDICAL CENTER,IL,60901,41.124148,-87.882651
140187,HSHS ST ELIZABETH'S HOSPITAL,IL,62269,38.593938,-89.939269
140189,SARAH BUSH LINCOLN HEALTH CENTER,IL,61938,39.488543,-88.275793
140191,INGALLS MEMORIAL HOSPITAL,IL,60426,41.606331,-87.659484
140197,METHODIST HOSPITAL OF CHICAGO,IL,60640,41.973262,-87.671141
140200,ELMHURST MEMORIAL HOSPITAL,IL,60126,41.861684,-87.934295
140202,ADVOCATE CONDELL MEDICAL CENTER,IL,60048,42.274563,-87.95165
140206,NORWEGIAN-AMERICAN HOSPITAL,IL,60622,41.900481,-87.699288
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,IL,60453,41.720316,-87.732364
140209,METHODIST MEDICAL CENTER OF ILLINOIS,IL,61636,40.700181,-89.5946
140210,HARRISBURG MEDICAL CENTER,IL,62946,37.720129,-88.536736
140211,DELNOR COMMUNITY HOSPITAL,IL,60134,41.886345,-88.340414
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,IL,60451,41.54543,-87.986049
140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,IL,60123,42.036242,-88.327934
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,IL,60068,42.039748,-87.848146
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,IL,60657,41.933928,-87.636418
140228,SWEDISH AMERICAN HOSPITAL,IL,61104,42.266943,-89.07355
140231,EDWARD HOSPITAL,IL,60540,41.761426,-88.149239
140233,SAINT ANTHONY MEDICAL CENTER,IL,61108,42.265778,-89.0073
140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,IL,61354,41.328769,-89.125188
140239,MERCYHEALTH HOSPITAL ROCKTON AVENUE,IL,61103,42.298434,-89.096782
140240,WESTLAKE COMMUNITY HOSPITAL,IL,60160,41.891794,-87.848963
140242,CENTRAL DUPAGE HOSPITAL,IL,60190,41.873765,-88.158095
140250,ADVOCATE SOUTH SUBURBAN HOSPITAL,IL,60429,41.566922,-87.694399
140251,COMMUNITY FIRST MEDICAL CENTER,IL,60634,41.94585,-87.768287
140252,NORTHWEST COMMUNITY HOSPITAL 1,IL,60005,42.066604,-87.992951
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,IL,60007,42.003705,-88.014996
140275,GENESIS HEALTH SYSTEM,IL,61282,41.493068,-90.419997
140276,LOYOLA UNIVERSITY MEDICAL CENTER,IL,60153,41.858732,-87.83321
140280,TRINITY ROCK ISLAND,IL,61201,41.483649,-90.572799
140281,NORTHWESTERN MEMORIAL HOSPITAL,IL,60611,41.894995,-87.621364
140286,KISHWAUKEE COMMUNITY HOSPITAL,IL,60115,41.96188,-88.72226
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,IL,60515,41.819137,-88.01022
140289,ANDERSON HOSPITAL,IL,62062,38.738127,-89.946422
140290,ST ALEXIUS MEDICAL CENTER,IL,60169,42.052409,-88.144445
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,IL,60010,42.193415,-88.177959
140292,ADVENTIST GLENOAKS,IL,60139,41.915166,-88.058597
140294,CROSSROADS COMMUNITY HOSPITAL,IL,62864,38.312314,-88.936788
140300,PROVIDENT HOSPITAL OF CHICAGO,IL,60615,41.802158,-87.614193
140304,ADVENTIST BOLINGBROOK HOSPITAL,IL,60440,41.679388,-88.083883
140307,METRO-EAST SERVICES INC,IL,62269,38.572559,-89.90689
141300,THOMAS H BOYD MEMORIAL HOSPITAL,IL,62016,39.29617,-90.412303
141301,KIRBY MEDICAL CENTER,IL,61856,40.060163,-88.56377
141302,MIDWEST MEDICAL CENTER,IL,61036,42.446622,-90.456972
141303,WARNER HOSPITAL AND HEALTH SERVICES,IL,61727,40.148953,-88.964616
141304,"GENESIS MEDICAL CENTER, ALEDO",IL,61231,41.20508,-90.758485
141305,MEMORIAL HOSPITAL,IL,62321,40.409306,-91.111319
141306,COMMUNITY MEMORIAL HOSPITAL,IL,62088,39.015339,-89.78989
141307,PINCKNEYVILLE COMMUNITY HOSPITAL,IL,62274,38.08023,-89.368631
141308,WASHINGTON COUNTY HOSPITAL*,IL,62263,38.339118,-89.390016
141309,ADVOCATE EUREKA  HOSPITAL,IL,61530,40.721405,-89.271661
141310,OSF SAINT PAUL MEDICAL CENTER,IL,61342,41.555187,-89.105497
141311,FAIRFIELD MEMORIAL HOSPITAL 1,IL,62837,38.381637,-88.374422
141312,ROCHELLE COMMUNITY HOSPITAL,IL,61068,41.928573,-89.062801
141313,MASON DISTRICT HOSPITAL,IL,62644,40.305713,-90.056111
141315,ILLINI COMMUNITY HOSPITAL,IL,62363,39.606793,-90.815055
141316,HOOPESTON COMMUNITY MEMORIAL HOSPITAL,IL,60942,40.459188,-87.660086
141317,GIBSON COMMUNITY HOSPITAL,IL,60936,40.478072,-88.370716
141318,OSF HOLY FAMILY MEDICAL CENTER,IL,61462,40.921291,-90.658986
141319,HAMMOND HENRY HOSPITAL,IL,61254,41.460674,-90.158405
141320,PARIS COMMUNITY HOSPITAL,IL,61944,39.606712,-87.678311
141321,FRANKLIN HOSPITAL,IL,62812,38.009137,-88.917142
141322,ABRAHAM LINCOLN MEMORIAL HOSPITAL,IL,62656,40.152373,-89.388698
141323,MASSAC MEMORIAL HOSPITAL,IL,62960,37.166836,-88.739578
141324,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,IL,62930,37.815332,-88.441451
141325,OSF SAINT LUKES MEDICAL CENTER,IL,61443,41.222163,-89.947769
141326,HAMILTON MEMORIAL HOSPITAL DISTRICT,IL,62859,38.087916,-88.541234
141327,WABASH GENERAL HOSPITAL 1,IL,62863,38.421625,-87.768772
141328,HARDIN COUNTY GENERAL HOSPITAL,IL,62982,37.417713,-88.354451
141329,MORRISON COMMUNITY HOSPITAL,IL,61270,41.809131,-89.956574
141330,HOPEDALE HOSPITAL,IL,61747,40.418383,-89.417729
141331,MARSHALL BROWNING HOSPITAL,IL,62832,38.024441,-89.2368
141332,HILLSBORO AREA HOSPITAL,IL,62049,39.153672,-89.481508
141333,SARAH D CULBERTSON MEMORIAL HOSPITAL,IL,62681,40.117944,-90.563587
141334,ST JOSEPH MEMORIAL HOSPITAL,IL,62966,37.773205,-89.32635
141335,MERCY HARVARD HOSPITAL,IL,60033,42.425992,-88.607748
141336,ST JOSEPH'S HOSPITAL,IL,62249,38.757077,-89.667358
141337,PERRY MEMORIAL HOSPITAL,IL,61356,41.36801,-89.455958
141338,MEMORIAL HOSPITAL,IL,62233,37.918529,-89.812888
141339,TAYLORVILLE MEMORIAL HOSPITAL,IL,62568,39.553753,-89.293754
141340,VALLEY WEST COMMUNITY HOSPITAL,IL,60548,41.657133,-88.62192
141341,PANA COMMUNITY HOSPITAL,IL,62557,39.380296,-89.084213
141342,UNION COUNTY HOSPITAL,IL,62906,37.465305,-89.245019
141343,CRAWFORD MEMORIAL HOSPITAL,IL,62454,39.013668,-87.748999
141344,LAWRENCE COUNTY MEMORIAL HOSPITAL,IL,62439,38.729518,-87.69415
141345,SALEM TOWNSHIP HOSPITAL,IL,62881,38.64083,-88.948337
141346,FAYETTE COUNTY HOSPITAL,IL,62471,38.970641,-89.098878
141347,CARLINVILLE AREA HOSPITAL,IL,62626,39.299642,-89.88163
141348,RED BUD REGIONAL HOSPITAL,IL,62278,38.209605,-89.996408
141349,SPARTA COMMUNITY HOSPITAL,IL,62286,38.124119,-89.691272
141350,ST FRANCIS HOSPITAL,IL,62056,39.18081,-89.639636
141351,CLAY COUNTY HOSPITAL,IL,62839,38.680917,-88.470337
143300,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,IL,60611,41.896746,-87.621906
143301,LARABIDA CHILDRENS HOSPITAL I,IL,60649,41.775721000000004,-87.686499
143302,SHRINERS HOSPITAL FOR CHILDREN,IL,60707,41.916766,-87.79499
150001,JOHNSON MEMORIAL HOSPITAL,IN,46131,39.480598,-86.076663
150002,METHODIST HOSPITALS INC,IN,46402,41.599436,-87.357023
150004,FRANCISCAN HEALTH HAMMOND,IN,46320,41.61449,-87.52201
150005,HENDRICKS REGIONAL HEALTH,IN,46122,39.76071,-86.500995
150006,LA PORTE HOSPITAL,IN,46350,41.609838,-86.723855
150007,COMMUNITY HOWARD REGIONAL HEALTH INC,IN,46902,40.446835,-86.127103
150008,ST CATHERINE HOSPITAL INC,IN,46312,41.634064,-87.448542
150009,CLARK MEMORIAL HOSPITAL,IN,47130,38.282784,-85.749248
150010,ST VINCENT KOKOMO,IN,46904,40.487218,-86.155487
150011,MARION GENERAL HOSPITAL,IN,46952,40.563853,-85.665139
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,IN,46545,41.704501,-86.174459
150015,FRANCISCAN HEALTH MICHIGAN CITY,IN,46360,41.706374,-86.899847
150017,LUTHERAN HOSPITAL OF INDIANA,IN,46804,41.037374,-85.245885
150018,ELKHART GENERAL HOSPITAL,IN,46514,41.678761,-85.991833
150021,PARKVIEW REGIONAL MEDICAL CENTER,IN,46845,41.187063,-85.09946
150022,FRANCISCAN HEALTH CRAWFORDSVILLE,IN,47933,40.066073,-86.908085
150023,UNION HOSPITAL INC,IN,47804,39.484862,-87.407085
150024,ESKENAZI HEALTH,IN,46202,39.78053,-86.17345
150026,GOSHEN GENERAL HOSPITAL,IN,46526,41.564326,-85.829995
150030,HENRY COUNTY MEMORIAL HOSPITAL,IN,47362,39.942474,-85.36501
150034,ST MARY MEDICAL CENTER INC,IN,46342,41.512654,-87.258902
150035,PORTER REGIONAL HOSPITAL,IN,46383,41.55007,-87.051316
150037,HANCOCK REGIONAL HOSPITAL,IN,46140,39.794952,-85.769604
150042,GOOD SAMARITAN HOSPITAL,IN,47591,38.67292,-87.534213
150044,BAPTIST HEALTH FLOYD,IN,47150,38.300506,-85.83508
150045,DEKALB HEALTH,IN,46706,41.367669,-85.035573
150046,TERRE HAUTE REGIONAL HOSPITAL,IN,47802,39.419624,-87.406837
150047,ST JOSEPH HOSPITAL,IN,46802,41.078891,-85.148873
150048,REID HEALTH,IN,47374,39.86303,-84.887765
150051,IU HEALTH BLOOMINGTON HOSPITAL,IN,47403,39.161402,-86.540528
150056,INDIANA UNIVERSITY HEALTH,IN,46202,39.790571,-86.165259
150057,FRANCISCAN HEALTH MOORESVILLE,IN,46158,39.609322,-86.356098
150058,MEMORIAL HOSPITAL OF SOUTH BEND,IN,46601,41.683711,-86.25057
150059,RIVERVIEW HEALTH,IN,46060,40.047026,-86.024081
150061,DAVIESS COMMUNITY HOSPITAL,IN,47501,38.658695,-87.160319
150064,FAYETTE REGIONAL HEALTH SYSTEM,IN,47331,39.65592,-85.131984
150065,SCHNECK MEDICAL CENTER,IN,47274,38.956734,-85.891356
150069,KING'S DAUGHTERS' HEALTH,IN,47250,38.788371000000005,-85.36708
150072,MEMORIAL HOSPITAL,IN,46947,40.762465,-86.361246
150074,COMMUNITY HOSPITAL EAST,IN,46219,39.787241,-86.073803
150075,BLUFFTON REGIONAL MEDICAL CENTER,IN,46714,40.737645,-85.171494
150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,IN,46563,41.335555,-86.331756
150082,DEACONESS HOSPITAL INC,IN,47747,37.983147,-87.570729
150084,ST VINCENT HOSPITAL & HEALTH SERVICES,IN,46260,39.911996,-86.196008
150086,HIGHPOINT HEALTH,IN,47025,39.112922,-84.883951
150088,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,IN,46016,40.096257,-85.680467
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,IN,47303,40.197622,-85.414363
150090,FRANCISCAN HEALTH DYER,IN,46311,41.494365,-87.524166
150091,PARKVIEW HUNTINGTON HOSPITAL,IN,46750,40.905739,-85.490603
150097,MAJOR HOSPITAL,IN,46176,39.560017,-85.78397
150100,ST VINCENT EVANSVILLE,IN,47750,37.962408,-87.50554
150101,PARKVIEW WHITLEY HOSPITAL,IN,46725,41.160261,-85.466571
150102,STARKE HOSPITAL,IN,46534,41.288064,-86.621937
150104,WITHAM HEALTH SERVICES,IN,46052,40.076909,-86.475209
150109,FRANCISCAN HEALTH LAFAYETTE,IN,47905,40.393845,-86.838378
150112,COLUMBUS REGIONAL HOSPITAL,IN,47201,39.215872,-85.896854
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,IN,46011,40.130781,-85.691569
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,IN,47546,38.393743,-86.941281
150125,COMMUNITY HOSPITAL,IN,46321,41.549671,-87.505971
150126,FRANCISCAN HEALTH CROWN POINT,IN,46307,41.396497,-87.364436
150128,COMMUNITY HOSPITAL SOUTH,IN,46227,39.635538,-86.133908
150133,KOSCIUSKO COMMUNITY HOSPITAL,IN,46580,41.24643,-85.82832
150146,PARKVIEW NOBLE HOSPITAL,IN,46755,41.448459,-85.29478
150149,WOMEN'S HOSPITAL THE,IN,47630,37.973548,-87.449109
150150,DUPONT HOSPITAL LLC,IN,46825,41.178689,-85.110603
150153,ST VINCENT HEART CENTER OF INDIANA LLC,IN,46290,39.938311,-86.158722
150157,ST VINCENT CARMEL HOSPITAL INC,IN,46032,39.983065,-86.14716
150158,IU HEALTH WEST HOSPITAL,IN,46123,39.782568,-86.343731
150160,ORTHOINDY HOSPITAL,IN,46278,39.906702,-86.266258
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,IN,46032,39.959275,-86.162356
150162,FRANCISCAN HEALTH INDIANAPOLIS,IN,46237,39.648365,-86.082674
150165,FRANCISCAN HEALTH MUNSTER,IN,46321,41.537258,-87.512328
150166,PINNACLE HOSPITAL,IN,46307,41.449118,-87.330069
150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,IN,46845,41.188662,-85.103292
150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,IN,46804,41.037352,-85.245918
150169,COMMUNITY HOSPITAL NORTH,IN,46256,39.900033,-86.043072
150172,PHYSICIANS' MEDICAL CENTER LLC,IN,47150,38.340032,-85.827064
150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,IN,47905,40.403025,-86.807164
150175,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,IN,47630,37.975196,-87.44227
150176,KENTUCKIANA MEDICAL CENTER LLC,IN,47129,38.333164,-85.751155
150177,UNITY MEDICAL AND SURGICAL HOSPITAL,IN,46545,41.700723,-86.176781
150179,FAIRBANKS,IN,46256,39.902814,-86.039284
150181,ST VINCENT FISHERS HOSPITAL INC,IN,46037,39.988852,-85.918844
150182,FRANCISCAN HEALTH CARMEL,IN,46032,39.966598,-86.158387
150183,MONROE HOSPITAL,IN,47403,39.121202,-86.573323
151300,COMMUNITY HOSPITAL OF BREMEN INC,IN,46506,41.45694,-86.157922
151301,ST VINCENT RANDOLPH HOSPITAL INC,IN,47394,40.167877,-84.970394
151302,INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL,IN,47348,40.468905,-85.372027
151303,ST VINCENT JENNINGS HOSPITAL INC,IN,47265,39.011259,-85.640374
151304,RUSH MEMORIAL HOSPITAL,IN,46173,39.621442,-85.444792
151305,PULASKI MEMORIAL HOSPITAL,IN,46996,41.057384,-86.595641
151306,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,IN,47454,38.567698,-86.475188
151307,ST VINCENT WILLIAMSPORT HOSPITAL INC,IN,47993,40.29047,-87.295819
151308,ST VINCENT MERCY HOSPITAL,IN,46036,40.27602,-85.844005
151309,ST VINCENT CLAY HOSPITAL INC,IN,47834,39.526935,-87.111318
151310,"PARKVIEW WABASH HOSPITAL, INC",IN,46992,40.81877,-85.829126
151311,INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,IN,46072,40.272216,-86.041102
151312,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,IN,47960,40.734862,-86.775623
151313,WOODLAWN HOSPITAL,IN,46975,41.061728,-86.196973
151314,ST VINCENT SALEM HOSPITAL INC,IN,47167,38.613165,-86.107802
151315,CAMERON MEMORIAL COMMUNITY HOSPITAL INC,IN,46703,41.634883,-84.99552
151316,INDIANA UNIVERSITY HEALTH FRANKFORT INC,IN,46041,40.269905,-86.510536
151317,GREENE COUNTY GENERAL HOSPITAL,IN,47441,39.040496,-87.129176
151318,DUKES MEMORIAL HOSPITAL,IN,46970,40.757358,-86.083146
151319,GIBSON GENERAL HOSPITAL,IN,47670,38.360231,-87.589559
151320,IU HEALTH JAY,IN,47371,40.439366,-84.984105
151322,PERRY COUNTY MEMORIAL HOSPITAL,IN,47586,37.96865,-86.729561
151323,PARKVIEW LAGRANGE HOSPITAL,IN,46761,41.645803,-85.424936
151324,"FRANCISCAN HEALTH RENSSELAER, INC",IN,47978,40.9336,-87.138357
151325,ST VINCENT WARRICK,IN,47601,38.041356,-87.263374
151326,UNION HOSPITAL CLINTON,IN,47842,39.652926,-87.398213
151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,IN,47882,39.126254,-87.409083
151328,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,IN,47421,38.860988,-86.512167
151329,MARGARET MARY HEALTH,IN,47006,39.306141,-85.222703
151330,ADAMS MEMORIAL HOSPITAL,IN,46733,40.817966,-84.912535
151331,HARRISON COUNTY HOSPITAL,IN,47112,38.23898,-86.14774
151332,DECATUR COUNTY MEMORIAL HOSPITAL,IN,47240,39.344116,-85.479404
151333,PUTNAM COUNTY HOSPITAL,IN,46135,39.622205,-86.845996
151334,SCOTT MEMORIAL HOSPITAL,IN,47170,38.705525,-85.7852
151335,ST VINCENT DUNN HOSPITAL INC,IN,47421,38.853488,-86.493194
160001,UNITYPOINT HEALTH-MARSHALLTOWN,IA,50158,42.04805,-92.905914
160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,IA,51401,42.056982,-94.867981
160008,UNITYPOINT HEALTH - KEOKUK,IA,52632,40.406952,-91.388116
160013,TRINITY MUSCATINE,IA,52761,41.434173,-91.052727
160016,TRINITY REGIONAL MEDICAL CENTER,IA,50501,42.490278,-94.191337
160024,IOWA LUTHERAN HOSPITAL,IA,50316,41.600393,-93.610756
160028,CHI HEALTH MERCY COUNCIL BLUFFS,IA,51503,41.269636,-95.838201
160029,MERCY HOSPITAL,IA,52245,41.663541,-91.528653
160030,MARY GREELEY MEDICAL CENTER,IA,50010,42.032391,-93.610624
160032,SKIFF MEDICAL CENTER,IA,50208,41.702413,-93.051177
160033,GENESIS MEDICAL CENTER-DAVENPORT,IA,52803,41.542837,-90.556958
160040,SARTORI MEMORIAL HOSPITAL,IA,50613,42.533922,-92.455969
160045,ST LUKES HOSPITAL,IA,52402,41.985632,-91.659013
160047,METHODIST JENNIE EDMUNDSON,IA,51503,41.268309,-95.836128
160057,GREAT RIVER MEDICAL CENTER,IA,52655,40.807369,-91.170278
160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,IA,52242,41.661203,-91.550759
160064,MERCY MEDICAL CENTER-NORTH IOWA,IA,50401,43.148377,-93.216102
160067,COVENANT MEDICAL CENTER,IA,50702,42.463867,-92.345787
160069,MERCY MEDICAL CENTER-DUBUQUE,IA,52001,42.493145,-90.67435
160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,IA,52403,41.978904,-91.654798
160080,MERCY MEDICAL CENTER-CLINTON,IA,52732,41.860543,-90.188155
160082,IOWA METHODIST MEDICAL CENTER,IA,50309,41.590777,-93.633131
160083,MERCY MEDICAL CENTER-DES MOINES,IA,50314,41.599577,-93.625702
160089,OTTUMWA REGIONAL HEALTH CENTER,IA,52501,41.027642,-92.390087
160101,BROADLAWNS MEDICAL CENTER,IA,50314,41.615097,-93.641155
160104,UNITY POINT HEALTH TRINITY,IA,52722,41.566105,-90.51736
160110,ALLEN HOSPITAL,IA,50703,42.525753,-92.337758
