Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Unweighted Normalized Clinical Care Domain Score,Weighted Normalized Clinical Care Domain Score,Unweighted Person and Community Engagement Domain Score,Weighted Person and Community Engagement Domain Score,Unweighted Normalized Safety Domain Score,Weighted Safety Domain Score,Unweighted Normalized Efficiency and Cost Reduction Domain Score,Weighted Efficiency and Cost Reduction Domain Score,Total Performance Score,Location
030069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,86403,Mohave,70.000000000000,17.500000000000,14.000000000000,3.500000000000,73.333333333333,18.333333333333,50.000000000000,12.500000000000,51.833333333333,"101 CIVIC CENTER LANE LAKE HAVASU CITY, AZ 86403 (34.47998, -114.338537)"
050063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,Los Angeles,95.000000000000,23.750000000000,12.000000000000,3.000000000000,36.666666666667,9.166666666667,0.000000000000,0.000000000000,35.916666666667,"1300 N VERMONT AVE LOS ANGELES, CA 90027 (34.096116, -118.291753)"
040017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,HARRISON,AR,72601,Boone,33.333333333333,8.333333333333,33.000000000000,8.250000000000,25.000000000000,6.250000000000,40.000000000000,10.000000000000,32.833333333333,"620 NORTH MAIN STREET HARRISON, AR 72601 (36.236281, -93.107148)"
110005,NORTHSIDE HOSPITAL FORSYTH,1200 NORTHSIDE FORSYTH DRIVE,CUMMING,GA,30041,Forsyth,37.500000000000,9.375000000000,44.000000000000,11.000000000000,25.000000000000,6.250000000000,30.000000000000,7.500000000000,34.125,"1200 NORTHSIDE FORSYTH DRIVE CUMMING, GA 30041 (34.178588, -84.139246)"
080004,"BAYHEALTH HOSPITAL, KENT CAMPUS",640 S STATE STREET,DOVER,DE,19901,Kent,82.500000000000,20.625000000000,35.000000000000,8.750000000000,46.666666666667,11.666666666667,0.000000000000,0.000000000000,41.041666666667,"640 S STATE STREET DOVER, DE 19901 (39.150687, -75.522327)"
050690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,CA,95403,Sonoma,Not Available,Not Available,37.000000000000,12.333333333333,26.666666666667,8.888888888889,100.000000000000,33.333333333333,54.555555555556,"401 BICENTENNIAL WAY SANTA ROSA, CA 95403 (38.470217, -122.724316)"
050272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,San Bernardino,65.000000000000,16.250000000000,26.000000000000,6.500000000000,50.000000000000,12.500000000000,50.000000000000,12.500000000000,47.75,"350 TERRACINA BLVD REDLANDS, CA 92373 (34.038404, -117.206414)"
110044,PHOEBE SUMTER MEDICAL CENTER,126 HIGHWAY 280 W,AMERICUS,GA,31719,Sumter,26.666666666667,6.666666666667,53.000000000000,13.250000000000,83.333333333333,20.833333333333,30.000000000000,7.500000000000,48.25,"126 HIGHWAY 280 W AMERICUS, GA 31719 (32.06425, -84.255376)"
010083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,Baldwin,67.500000000000,16.875000000000,66.000000000000,16.500000000000,57.500000000000,14.375000000000,20.000000000000,5.000000000000,52.75,"1613 NORTH MCKENZIE STREET FOLEY, AL 36535 (30.426109, -87.683187)"
100125,HOMESTEAD HOSPITAL,975 BAPTIST WAY,HOMESTEAD,FL,33033,Miami-Dade,76.666666666667,19.166666666667,40.000000000000,10.000000000000,40.000000000000,10.000000000000,0.000000000000,0.000000000000,39.166666666667,"975 BAPTIST WAY HOMESTEAD, FL 33033 (25.477839, -80.430371)"
020008,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,AK,99801,Juneau,40.000000000000,10.000000000000,49.000000000000,12.250000000000,40.000000000000,10.000000000000,50.000000000000,12.500000000000,44.75,"3260 HOSPITAL DR JUNEAU, AK 99801 (58.328696, -134.466829)"
140080,PRESENCE SAINT FRANCIS HOSPITAL,355 RIDGE AVE,EVANSTON,IL,60202,Cook,72.500000000000,18.125000000000,17.000000000000,4.250000000000,35.000000000000,8.750000000000,0.000000000000,0.000000000000,31.125,"355 RIDGE AVE EVANSTON, IL 60202 (42.023951, -87.685159)"
050426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,Orange,80.000000000000,20.000000000000,22.000000000000,5.500000000000,20.000000000000,5.000000000000,0.000000000000,0.000000000000,30.5,"3033 W ORANGE AVENUE ANAHEIM, CA 92804 (33.824735, -117.995115)"
100228,WESTSIDE REGIONAL MEDICAL CENTER,8201 W BROWARD BLVD,PLANTATION,FL,33324,Broward,75.000000000000,18.750000000000,11.000000000000,2.750000000000,42.000000000000,10.500000000000,10.000000000000,2.500000000000,34.5,"8201 W BROWARD BLVD PLANTATION, FL 33324 (26.120882, -80.258429)"
050313,SUTTER TRACY COMMUNITY HOSPITAL,1420 NORTH TRACY BLVD,TRACY,CA,95376,San Joaquin,55.000000000000,13.750000000000,24.000000000000,6.000000000000,26.666666666667,6.666666666667,0.000000000000,0.000000000000,26.416666666667,"1420 NORTH TRACY BLVD TRACY, CA 95376 (37.744232, -121.43494)"
140209,METHODIST MEDICAL CENTER OF ILLINOIS,221 N E GLEN OAK AVE,PEORIA,IL,61636,Peoria,45.000000000000,11.250000000000,37.000000000000,9.250000000000,55.000000000000,13.750000000000,20.000000000000,5.000000000000,39.25,"221 N E GLEN OAK AVE PEORIA, IL 61636 (40.700181, -89.5946)"
050502,SAINT VINCENT MEDICAL CENTER,2131 W 3RD ST,LOS ANGELES,CA,90057,Los Angeles,100.000000000000,25.000000000000,13.000000000000,3.250000000000,22.000000000000,5.500000000000,0.000000000000,0.000000000000,33.75,"2131 W 3RD ST LOS ANGELES, CA 90057 (34.06319, -118.273665)"
040020,ST BERNARDS MEDICAL CENTER,225 E JACKSON,JONESBORO,AR,72401,Craighead,30.000000000000,7.500000000000,36.000000000000,9.000000000000,18.333333333333,4.583333333333,0.000000000000,0.000000000000,21.083333333333,"225 E JACKSON JONESBORO, AR 72401 (35.837478, -90.702142)"
140174,PRESENCE MERCY MEDICAL CENTER,1325 N HIGHLAND AVENUE,AURORA,IL,60506,Kane,37.500000000000,9.375000000000,21.000000000000,5.250000000000,45.000000000000,11.250000000000,0.000000000000,0.000000000000,25.875,"1325 N HIGHLAND AVENUE AURORA, IL 60506 (41.786906, -88.328909)"
060009,LUTHERAN MEDICAL CENTER,8300 W 38TH AVE,WHEAT RIDGE,CO,80033,Jefferson,75.000000000000,18.750000000000,42.000000000000,10.500000000000,50.000000000000,12.500000000000,10.000000000000,2.500000000000,44.25,"8300 W 38TH AVE WHEAT RIDGE, CO 80033 (39.769328, -105.089291)"
030123,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,7400 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,85255,Maricopa,80.000000000000,20.000000000000,44.000000000000,11.000000000000,44.000000000000,11.000000000000,20.000000000000,5.000000000000,47,"7400 EAST THOMPSON PEAK PARKWAY SCOTTSDALE, AZ 85255 (33.669777, -111.921803)"
050376,LAC/HARBOR-UCLA MED CENTER,1000 W CARSON ST,TORRANCE,CA,90502,Los Angeles,60.000000000000,15.000000000000,27.000000000000,6.750000000000,11.666666666667,2.916666666667,0.000000000000,0.000000000000,24.666666666667,"1000 W CARSON ST TORRANCE, CA 90502 (33.831583, -118.294546)"
050125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,CA,95116,Santa Clara,66.666666666667,16.666666666667,18.000000000000,4.500000000000,43.333333333333,10.833333333333,20.000000000000,5.000000000000,37,"225 N JACKSON AVENUE SAN JOSE, CA 95116 (37.363787, -121.848823)"
050290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,Los Angeles,92.500000000000,23.125000000000,21.000000000000,5.250000000000,76.666666666667,19.166666666667,10.000000000000,2.500000000000,50.041666666667,"2121 SANTA MONICA BLVD SANTA MONICA, CA 90404 (34.03007, -118.478305)"
160030,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,50010,Story,45.000000000000,11.250000000000,50.000000000000,12.500000000000,50.000000000000,12.500000000000,30.000000000000,7.500000000000,43.75,"1111 DUFF AVENUE AMES, IA 50010 (42.032391, -93.610624)"
050382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,210 W  SAN BERNARDINO ROAD,COVINA,CA,91723,Los Angeles,52.500000000000,13.125000000000,21.000000000000,5.250000000000,25.000000000000,6.250000000000,0.000000000000,0.000000000000,24.625,"210 W SAN BERNARDINO ROAD COVINA, CA 91723 (34.089947, -117.893666)"
060054,COMMUNITY HOSPITAL,2351 'G' ROAD,GRAND JUNCTION,CO,81505,Mesa,60.000000000000,15.000000000000,29.000000000000,7.250000000000,25.000000000000,6.250000000000,40.000000000000,10.000000000000,38.5,"2351 'G' ROAD GRAND JUNCTION, CO 81505 (39.106297, -108.615312)"
040118,NEA BAPTIST MEMORIAL HOSPITAL,4800 EAST JOHNSON AVENUE,JONESBORO,AR,72401,Craighead,40.000000000000,10.000000000000,39.000000000000,9.750000000000,58.333333333333,14.583333333333,0.000000000000,0.000000000000,34.333333333333,"4800 EAST JOHNSON AVENUE JONESBORO, AR 72401 (35.864204, -90.639107)"
050036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST,BAKERSFIELD,CA,93301,Kern,35.000000000000,8.750000000000,15.000000000000,3.750000000000,48.333333333333,12.083333333333,20.000000000000,5.000000000000,29.583333333333,"420 34TH ST BAKERSFIELD, CA 93301 (35.390474, -119.006836)"
040051,DREW MEMORIAL HOSPITAL,778 SCOGIN DRIVE,MONTICELLO,AR,71655,Drew,70.000000000000,17.500000000000,38.000000000000,9.500000000000,15.000000000000,3.750000000000,30.000000000000,7.500000000000,38.25,"778 SCOGIN DRIVE MONTICELLO, AR 71655 (33.610628, -91.814978)"
040019,FORREST CITY MEDICAL CENTER,1601 NEWCASTLE ROAD,FORREST CITY,AR,72335,Saint Francis,0.000000000000,0.000000000000,39.000000000000,9.750000000000,65.000000000000,16.250000000000,20.000000000000,5.000000000000,31,"1601 NEWCASTLE ROAD FORREST CITY, AR 72335 (35.039275, -90.771894)"
100256,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY RD,HUDSON,FL,34667,Pasco,45.000000000000,11.250000000000,23.000000000000,5.750000000000,54.000000000000,13.500000000000,0.000000000000,0.000000000000,30.5,"14000 FIVAY RD HUDSON, FL 34667 (28.360743, -82.690148)"
140012,KATHERINE SHAW BETHEA HOSPITAL,403 E 1ST ST,DIXON,IL,61021,Lee,65.000000000000,16.250000000000,38.000000000000,9.500000000000,35.000000000000,8.750000000000,30.000000000000,7.500000000000,42,"403 E 1ST ST DIXON, IL 61021 (41.84423, -89.480131)"
050334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,Monterey,67.500000000000,16.875000000000,30.000000000000,7.500000000000,38.333333333333,9.583333333333,0.000000000000,0.000000000000,33.958333333333,"450 EAST ROMIE LANE SALINAS, CA 93901 (36.659979, -121.646327)"
050393,PIH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,Los Angeles,72.500000000000,18.125000000000,30.000000000000,7.500000000000,55.000000000000,13.750000000000,0.000000000000,0.000000000000,39.375,"11500 BROOKSHIRE AVENUE DOWNEY, CA 90241 (33.935563, -118.131703)"
050599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,Sacramento,90.000000000000,22.500000000000,24.000000000000,6.000000000000,28.333333333333,7.083333333333,30.000000000000,7.500000000000,43.083333333333,"2315 STOCKTON BOULEVARD SACRAMENTO, CA 95817 (38.554375, -121.457535)"
010023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,Montgomery,47.500000000000,11.875000000000,30.000000000000,7.500000000000,28.333333333333,7.083333333333,0.000000000000,0.000000000000,26.458333333333,"2105 EAST SOUTH BOULEVARD MONTGOMERY, AL 36116 (32.327144, -86.276764)"
100254,CAPITAL REGIONAL MEDICAL CENTER,2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,FL,32308,Leon,65.000000000000,16.250000000000,20.000000000000,5.000000000000,38.333333333333,9.583333333333,0.000000000000,0.000000000000,30.833333333333,"2626 CAPITAL MEDICAL BLVD TALLAHASSEE, FL 32308 (30.475376, -84.230728)"
010079,ATHENS LIMESTONE HOSPITAL,700 WEST MARKET STREET,ATHENS,AL,35611,Limestone,40.000000000000,10.000000000000,26.000000000000,6.500000000000,82.000000000000,20.500000000000,0.000000000000,0.000000000000,37,"700 WEST MARKET STREET ATHENS, AL 35611 (34.803499, -86.977803)"
050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,Los Angeles,100.000000000000,25.000000000000,32.000000000000,8.000000000000,31.666666666667,7.916666666667,0.000000000000,0.000000000000,40.916666666667,"8700 BEVERLY BLVD LOS ANGELES, CA 90048 (34.075496, -118.380122)"
150157,ST VINCENT CARMEL HOSPITAL INC,13500 N MERIDIAN ST,CARMEL,IN,46032,Hamilton,66.666666666667,16.666666666667,43.000000000000,10.750000000000,80.000000000000,20.000000000000,20.000000000000,5.000000000000,52.416666666667,"13500 N MERIDIAN ST CARMEL, IN 46032 (39.983065, -86.14716)"
100266,GULF BREEZE HOSPITAL,1110 GULF BREEZE PKWY,GULF BREEZE,FL,32561,Santa Rosa,65.000000000000,16.250000000000,54.000000000000,13.500000000000,45.000000000000,11.250000000000,40.000000000000,10.000000000000,51,"1110 GULF BREEZE PKWY GULF BREEZE, FL 32561 (30.358649, -87.156803)"
110035,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,Cobb,75.000000000000,18.750000000000,19.000000000000,4.750000000000,48.333333333333,12.083333333333,10.000000000000,2.500000000000,38.083333333333,"677 CHURCH STREET MARIETTA, GA 30060 (33.968128, -84.551241)"
010128,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,JACKSON,AL,36545,Clarke,0.000000000000,0.000000000000,44.000000000000,14.666666666667,Not Available,Not Available,20.000000000000,6.666666666667,21.333333333333,"220 HOSPITAL DRIVE JACKSON, AL 36545 (31.530482, -87.89318)"
050204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,Los Angeles,50.000000000000,12.500000000000,26.000000000000,6.500000000000,26.000000000000,6.500000000000,0.000000000000,0.000000000000,25.5,"38600 MEDICAL CENTER DRIVE PALMDALE, CA 93552 (34.585688, -118.14364)"
100077,BAYFRONT HEALTH PORT CHARLOTTE,2500 HARBOR BLVD,PORT CHARLOTTE,FL,33952,Charlotte,72.500000000000,18.125000000000,13.000000000000,3.250000000000,73.333333333333,18.333333333333,0.000000000000,0.000000000000,39.708333333333,"2500 HARBOR BLVD PORT CHARLOTTE, FL 33952 (26.98984, -82.096682)"
040016,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,AR,72205,Pulaski,55.000000000000,13.750000000000,15.000000000000,3.750000000000,18.333333333333,4.583333333333,0.000000000000,0.000000000000,22.083333333333,"4301 WEST MARKHAM STREET MAIL SLOT 612 LITTLE ROCK, AR 72205 (34.751583, -92.320998)"
150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,IN,46321,Lake,75.000000000000,18.750000000000,35.000000000000,8.750000000000,33.333333333333,8.333333333333,0.000000000000,0.000000000000,35.833333333333,"901 MACARTHUR BLVD MUNSTER, IN 46321 (41.549671, -87.505971)"
050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,Santa Clara,80.000000000000,20.000000000000,32.000000000000,8.000000000000,10.000000000000,2.500000000000,0.000000000000,0.000000000000,30.5,"300 PASTEUR DRIVE STANFORD, CA 94305 (37.433138, -122.176664)"
030023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,Coconino,85.000000000000,21.250000000000,31.000000000000,7.750000000000,26.666666666667,6.666666666667,20.000000000000,5.000000000000,40.666666666667,"1200 NORTH BEAVER STREET FLAGSTAFF, AZ 86001 (35.209534, -111.644835)"
140304,ADVENTIST BOLINGBROOK HOSPITAL,500 REMINGTON BOULEVARD,BOLINGBROOK,IL,60440,Will,82.500000000000,20.625000000000,28.000000000000,7.000000000000,30.000000000000,7.500000000000,0.000000000000,0.000000000000,35.125,"500 REMINGTON BOULEVARD BOLINGBROOK, IL 60440 (41.679388, -88.083883)"
100287,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,WEST PALM BEACH,FL,33401,Palm Beach,50.000000000000,12.500000000000,33.000000000000,8.250000000000,38.333333333333,9.583333333333,0.000000000000,0.000000000000,30.333333333333,"1309 N FLAGLER DR WEST PALM BEACH, FL 33401 (26.725062, -80.049968)"
050641,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,Los Angeles,76.666666666667,19.166666666667,12.000000000000,3.000000000000,62.500000000000,15.625000000000,0.000000000000,0.000000000000,37.791666666667,"4060 WHITTIER BLVD LOS ANGELES, CA 90023 (34.02393, -118.184285)"
110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,Glynn,22.500000000000,5.625000000000,16.000000000000,4.000000000000,6.666666666667,1.666666666667,30.000000000000,7.500000000000,18.791666666667,"2415 PARKWOOD DRIVE BRUNSWICK, GA 31520 (31.173785, -81.484516)"
010061,HIGHLANDS MEDICAL CENTER,380 WOODS COVE ROAD,SCOTTSBORO,AL,35768,Jackson,40.000000000000,10.000000000000,24.000000000000,6.000000000000,70.000000000000,17.500000000000,0.000000000000,0.000000000000,33.5,"380 WOODS COVE ROAD SCOTTSBORO, AL 35768 (34.661254, -86.047116)"
110008,NORTHSIDE HOSPITAL CHEROKEE,450 NORTHSIDE CHEROKEE BOULEVARD,CANTON,GA,30115,Cherokee,52.500000000000,13.125000000000,60.000000000000,15.000000000000,45.000000000000,11.250000000000,30.000000000000,7.500000000000,46.875,"450 NORTHSIDE CHEROKEE BOULEVARD CANTON, GA 30115 (34.227523, -84.460562)"
010148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,Conecuh,45.000000000000,15.000000000000,33.000000000000,11.000000000000,Not Available,Not Available,80.000000000000,26.666666666667,52.666666666667,"101 CRESTVIEW AVENUE EVERGREEN, AL 36401 (31.43126, -86.94205)"
050603,MEMORIALCARE SADDLEBACK MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,Orange,55.000000000000,13.750000000000,18.000000000000,4.500000000000,36.666666666667,9.166666666667,10.000000000000,2.500000000000,29.916666666667,"24451 HEALTH CENTER DRIVE LAGUNA HILLS, CA 92653 (33.607762, -117.708258)"
150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,5165 MCCARTY LN,LAFAYETTE,IN,47905,Tippecanoe,55.000000000000,13.750000000000,26.000000000000,6.500000000000,61.666666666667,15.416666666667,0.000000000000,0.000000000000,35.666666666667,"5165 MCCARTY LN LAFAYETTE, IN 47905 (40.403025, -86.807164)"
100018,NAPLES COMMUNITY HOSPITAL,350 7TH ST N,NAPLES,FL,34102,Collier,60.000000000000,15.000000000000,14.000000000000,3.500000000000,30.000000000000,7.500000000000,0.000000000000,0.000000000000,26,"350 7TH ST N NAPLES, FL 34102 (26.150806, -81.799488)"
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVE,MUNCIE,IN,47303,Delaware,85.000000000000,21.250000000000,17.000000000000,4.250000000000,41.666666666667,10.416666666667,0.000000000000,0.000000000000,35.916666666667,"2401 UNIVERSITY AVE MUNCIE, IN 47303 (40.197622, -85.414363)"
010149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,Montgomery,66.666666666667,16.666666666667,44.000000000000,11.000000000000,13.333333333333,3.333333333333,0.000000000000,0.000000000000,31,"400 TAYLOR ROAD MONTGOMERY, AL 36117 (32.376821, -86.172095)"
100073,HOLY CROSS HOSPITAL,4725 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,Broward,70.000000000000,17.500000000000,16.000000000000,4.000000000000,3.333333333333,0.833333333333,20.000000000000,5.000000000000,27.333333333333,"4725 N FEDERAL HWY FORT LAUDERDALE, FL 33308 (26.185378, -80.117659)"
070012,ROCKVILLE GENERAL HOSPITAL,31 UNION ST,ROCKVILLE,CT,06066,Tolland,70.000000000000,23.333333333333,11.000000000000,3.666666666667,Not Available,Not Available,40.000000000000,13.333333333333,40.333333333333,"31 UNION ST ROCKVILLE, CT 06066 (41.866962, -72.450988)"
010049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,AL,36330,Coffee,50.000000000000,12.500000000000,33.000000000000,8.250000000000,66.666666666667,16.666666666667,10.000000000000,2.500000000000,39.916666666667,"400 N EDWARDS STREET ENTERPRISE, AL 36330 (31.318191, -85.855308)"
150175,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,4007 GATEWAY BLVD,NEWBURGH,IN,47630,Warrick,80.000000000000,26.666666666667,74.000000000000,24.666666666667,Not Available,Not Available,0.000000000000,0.000000000000,51.333333333333,"4007 GATEWAY BLVD NEWBURGH, IN 47630 (37.975196, -87.44227)"
100212,OCALA REGIONAL MEDICAL CENTER,1431 SW 1ST AVE,OCALA,FL,34478,Marion,25.000000000000,6.250000000000,15.000000000000,3.750000000000,14.000000000000,3.500000000000,0.000000000000,0.000000000000,13.5,"1431 SW 1ST AVE OCALA, FL 34478 (29.174744, -82.137839)"
150026,GOSHEN GENERAL HOSPITAL,200 HIGH PARK AVE,GOSHEN,IN,46526,Elkhart,62.500000000000,15.625000000000,44.000000000000,11.000000000000,45.000000000000,11.250000000000,10.000000000000,2.500000000000,40.375,"200 HIGH PARK AVE GOSHEN, IN 46526 (41.564326, -85.829995)"
040055,SPARKS REGIONAL MEDICAL CENTER,1001 TOWSON AVENUE,FORT SMITH,AR,72902,Sebastian,37.500000000000,9.375000000000,22.000000000000,5.500000000000,40.000000000000,10.000000000000,0.000000000000,0.000000000000,24.875,"1001 TOWSON AVENUE FORT SMITH, AR 72902 (35.374527, -94.421311)"
060014,PRESBYTERIAN ST LUKES MEDICAL CENTER,1719 E 19TH AVE,DENVER,CO,80218,Denver,57.500000000000,14.375000000000,40.000000000000,10.000000000000,28.333333333333,7.083333333333,0.000000000000,0.000000000000,31.458333333333,"1719 E 19TH AVE DENVER, CO 80218 (39.746089, -104.967175)"
080006,NANTICOKE MEMORIAL HOSPITAL,801 MIDDLEFORD RD,SEAFORD,DE,19973,Sussex,70.000000000000,17.500000000000,52.000000000000,13.000000000000,47.500000000000,11.875000000000,20.000000000000,5.000000000000,47.375,"801 MIDDLEFORD RD SEAFORD, DE 19973 (38.642332, -75.605325)"
050257,GOOD SAMARITAN HOSPITAL,901 OLIVE DRIVE,BAKERSFIELD,CA,93308,Kern,55.000000000000,18.333333333333,17.000000000000,5.666666666667,Not Available,Not Available,20.000000000000,6.666666666667,30.666666666667,"901 OLIVE DRIVE BAKERSFIELD, CA 93308 (35.412258, -119.039498)"
100238,NORTHSIDE HOSPITAL,6000 49TH ST N,SAINT PETERSBURG,FL,33709,Pinellas,62.500000000000,15.625000000000,19.000000000000,4.750000000000,48.000000000000,12.000000000000,0.000000000000,0.000000000000,32.375,"6000 49TH ST N SAINT PETERSBURG, FL 33709 (27.826053, -82.700001)"
100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,13681 DOCTORS WAY,FORT MYERS,FL,33912,Lee,72.500000000000,18.125000000000,30.000000000000,7.500000000000,43.333333333333,10.833333333333,0.000000000000,0.000000000000,36.458333333333,"13681 DOCTORS WAY FORT MYERS, FL 33912 (26.543016, -81.848589)"
010090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,AL,36608,Mobile,40.000000000000,10.000000000000,25.000000000000,6.250000000000,36.666666666667,9.166666666667,10.000000000000,2.500000000000,27.916666666667,"6801 AIRPORT BOULEVARD MOBILE, AL 36608 (30.68169, -88.198329)"
050481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,Los Angeles,82.500000000000,20.625000000000,24.000000000000,6.000000000000,10.000000000000,2.500000000000,10.000000000000,2.500000000000,31.625,"7300 MEDICAL CENTER DR WEST HILLS, CA 91307 (34.202931, -118.628598)"
100329,OVIEDO MEDICAL CENTER,8300 RED BUG LAKE RD,OVIEDO,FL,32765,Seminole,Not Available,Not Available,23.000000000000,7.666666666667,50.000000000000,16.666666666667,10.000000000000,3.333333333333,27.666666666667,"8300 RED BUG LAKE RD OVIEDO, FL 32765 (28.65604, -81.227973)"
100014,FLORIDA HOSPITAL NEW SMYRNA,401 PALMETTO ST,NEW SMYRNA BEACH,FL,32170,Volusia,40.000000000000,10.000000000000,11.000000000000,2.750000000000,46.000000000000,11.500000000000,0.000000000000,0.000000000000,24.25,"401 PALMETTO ST NEW SMYRNA BEACH, FL 32170 (29.021174, -80.922903)"
110018,PIEDMONT NEWTON HOSPITAL,5126 HOSPITAL DRIVE NE,COVINGTON,GA,30014,Newton,45.000000000000,11.250000000000,14.000000000000,3.500000000000,82.500000000000,20.625000000000,0.000000000000,0.000000000000,35.375,"5126 HOSPITAL DRIVE NE COVINGTON, GA 30014 (33.602673, -83.848082)"
080007,BEEBE MEDICAL CENTER,424 SAVANNAH RD,LEWES,DE,19958,Sussex,67.500000000000,16.875000000000,41.000000000000,10.250000000000,40.000000000000,10.000000000000,10.000000000000,2.500000000000,39.625,"424 SAVANNAH RD LEWES, DE 19958 (38.777413, -75.13586)"
150176,KENTUCKIANA MEDICAL CENTER LLC,4601 MEDICAL PLAZA WAY,CLARKSVILLE,IN,47129,Clark,20.000000000000,6.666666666667,27.000000000000,9.000000000000,Not Available,Not Available,0.000000000000,0.000000000000,15.666666666667,"4601 MEDICAL PLAZA WAY CLARKSVILLE, IN 47129 (38.333164, -85.751155)"
030083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,Maricopa,63.333333333333,15.833333333333,18.000000000000,4.500000000000,56.000000000000,14.000000000000,0.000000000000,0.000000000000,34.333333333333,"3929 EAST BELL ROAD PHOENIX, AZ 85032 (33.640603, -111.997692)"
090003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,District of Columbia,73.333333333333,18.333333333333,9.000000000000,2.250000000000,36.666666666667,9.166666666667,0.000000000000,0.000000000000,29.75,"2041 GEORGIA AVE NW WASHINGTON, DC 20060 (38.917011, -77.021896)"
010078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,400 EAST 10TH STREET,ANNISTON,AL,36207,Calhoun,47.500000000000,11.875000000000,22.000000000000,5.500000000000,60.000000000000,15.000000000000,0.000000000000,0.000000000000,32.375,"400 EAST 10TH STREET ANNISTON, AL 36207 (33.657123, -85.823353)"
