,City,Daylight savings time flag,Latitude,Longitude,State,Timezone,Zip,geopoint
1363,Boston,1.0,42.338947,-70.919635,MA,-5.0,2112,"42.338947,-70.919635"
1364,Mashpee,1.0,41.621779,-70.504349,MA,-5.0,2549,"41.621779,-70.504349"
1365,Tulsa,1.0,36.139826,-96.029725,OK,-6.0,74193,"36.139826,-96.029725"
1366,Dallas,1.0,32.767268,-96.777626,TX,-6.0,75354,"32.767268,-96.777626"
1367,Como,1.0,33.027493,-95.46605,TX,-6.0,75431,"33.027493,-95.46605"
1368,Wallisville,1.0,29.843158000000003,-94.70376,TX,-6.0,77597,"29.843158,-94.70376"
1369,Denver,1.0,39.69709,-105.12043999999999,CO,-7.0,80225,"39.69709,-105.12044"
1370,Bond,1.0,39.871619,-106.57267,CO,-7.0,80423,"39.871619,-106.57267"
1371,San Antonio,1.0,29.425932,-98.48931,TX,-6.0,78205,"29.425932,-98.48931"
1372,El Paso,1.0,31.694841999999998,-106.29998700000002,TX,-7.0,79946,"31.694842,-106.299987"
1373,Soulsbyville,1.0,37.991855,-120.25828999999999,CA,-8.0,95372,"37.991855,-120.25829"
1374,Brush Prairie,1.0,45.73451,-122.48033999999998,WA,-8.0,98606,"45.73451,-122.48034"
1375,Albuquerque,1.0,35.100796,-106.52067,NM,-7.0,87112,"35.100796,-106.52067"
1376,Rowe,1.0,35.498227,-105.67671000000001,NM,-7.0,87562,"35.498227,-105.67671"
1377,Rociada,1.0,35.856035,-105.42596,NM,-7.0,87742,"35.856035,-105.42596"
1378,Culver City,1.0,33.786594,-118.29866200000001,CA,-8.0,90231,"33.786594,-118.298662"
1379,San Gabriel,1.0,34.114041,-118.09035,CA,-8.0,91775,"34.114041,-118.09035"
1380,San Gabriel,1.0,33.786594,-118.29866200000001,CA,-8.0,91778,"33.786594,-118.298662"
1381,Anderson,1.0,64.349263,-149.19265,AK,-9.0,99744,"64.349263,-149.19265"
1382,Pinewood,1.0,33.714690000000004,-80.4548,SC,-5.0,29125,"33.71469,-80.4548"
1383,Ochopee,1.0,25.7265,-81.20151,FL,-5.0,34141,"25.7265,-81.20151"
1384,Reform,1.0,33.399471000000005,-88.02086,AL,-6.0,35481,"33.399471,-88.02086"
1385,Mobile,1.0,30.688457,-88.05341,AL,-6.0,36603,"30.688457,-88.05341"
1386,Murfreesboro,1.0,35.896645,-86.42425,TN,-6.0,37129,"35.896645,-86.42425"
1387,Depauw,1.0,38.350106,-86.22652,IN,-5.0,47115,"38.350106,-86.22652"
1388,Blissfield,1.0,40.398274,-81.968787,OH,-5.0,43805,"40.398274,-81.968787"
1389,East Blue Hill,1.0,44.414095,-68.51313,ME,-5.0,4629,"44.414095,-68.51313"
1390,Windsor,1.0,43.486791,-72.42611,VT,-5.0,5089,"43.486791,-72.42611"
1391,Barnet,1.0,44.352579,-72.03181500000001,VT,-5.0,5219,"44.352579,-72.031815"
1392,Bomoseen,1.0,43.644208,-73.20284000000001,VT,-5.0,5732,"43.644208,-73.20284"
1393,Humacao,0.0,18.138029,-65.788499,PR,-4.0,792,"18.138029,-65.788499"
1394,Jersey Mills,1.0,41.357921000000005,-77.40671,PA,-5.0,17739,"41.357921,-77.40671"
1395,Martin,1.0,34.491828999999996,-83.17539000000001,GA,-5.0,30557,"34.491829,-83.17539"
1396,Sharon,1.0,33.560693,-82.80015,GA,-5.0,30664,"33.560693,-82.80015"
1397,Buena Vista,1.0,32.315915000000004,-84.52238,GA,-5.0,31803,"32.315915,-84.52238"
1398,Columbus,1.0,32.423311,-84.94879,GA,-5.0,31903,"32.423311,-84.94879"
1399,Masonville,1.0,42.215297,-75.35815,NY,-5.0,13804,"42.215297,-75.35815"
1400,Woodhull,1.0,42.065376,-77.42392,NY,-5.0,14898,"42.065376,-77.42392"
1401,Pittsburgh,1.0,40.430822,-80.04453000000001,PA,-5.0,15220,"40.430822,-80.04453"
1402,Oak Ridge,1.0,41.007678999999996,-79.29719,PA,-5.0,16245,"41.007679,-79.29719"
1403,Oro Grande,1.0,34.634147,-117.30613999999998,CA,-8.0,92368,"34.634147,-117.30614"
1404,Oakland,1.0,37.793177,-122.24351999999999,CA,-8.0,94606,"37.793177,-122.24352"
1405,Malaga,1.0,32.079363,-103.97200000000001,NM,-7.0,88263,"32.079363,-103.972"
1406,Scotland,1.0,38.064947,-76.3444,MD,-5.0,20687,"38.064947,-76.3444"
1407,Megargel,1.0,31.361214,-87.43527900000001,AL,-6.0,36457,"31.361214,-87.435279"
1408,Big Sandy,1.0,36.254422999999996,-88.04885,TN,-6.0,38221,"36.254423,-88.04885"
1409,Hoffman,1.0,38.540238,-89.26294,IL,-6.0,62250,"38.540238,-89.26294"
1410,Kansas City,1.0,38.972473,-94.57656,MO,-6.0,64131,"38.972473,-94.57656"
1411,Louviers,1.0,39.347863000000004,-104.994708,CO,-7.0,80131,"39.347863,-104.994708"
1412,Greeley,1.0,40.407853,-104.75498,CO,-7.0,80634,"40.407853,-104.75498"
1413,Genoa,1.0,39.386933,-103.48219,CO,-7.0,80818,"39.386933,-103.48219"
1414,Vona,1.0,39.36479,-102.75386999999999,CO,-7.0,80861,"39.36479,-102.75387"
1415,Ophir,1.0,37.860092,-107.86975,CO,-7.0,81426,"37.860092,-107.86975"
1416,Gibbon,1.0,40.754582,-98.86414,NE,-6.0,68840,"40.754582,-98.86414"
1417,Grosse Tete,1.0,30.399271000000002,-91.42148,LA,-6.0,70740,"30.399271,-91.42148"
1418,Crocketts Bluff,1.0,34.438327,-91.26907,AR,-6.0,72038,"34.438327,-91.26907"
1419,Tulsa,1.0,36.142742999999996,-95.98872,OK,-6.0,74119,"36.142743,-95.98872"
1420,Perrin,1.0,33.024726,-98.05788000000001,TX,-6.0,76486,"33.024726,-98.05788"
1421,Star,1.0,31.477095000000002,-98.63091899999999,TX,-6.0,76880,"31.477095,-98.630919"
1422,Sublime,1.0,29.487564000000003,-96.794605,TX,-6.0,77986,"29.487564,-96.794605"
1423,Laredo,1.0,27.492996,-99.463668,TX,-6.0,78093,"27.492996,-99.463668"
1424,Providence,1.0,41.701304,-111.8096,UT,-7.0,84332,"41.701304,-111.8096"
1425,Steedman,1.0,38.78615,-91.80921,MO,-6.0,65077,"38.78615,-91.80921"
1426,Waynesville,1.0,37.820367,-92.19165,MO,-6.0,65583,"37.820367,-92.19165"
1427,Olathe,1.0,38.899901,-94.831991,KS,-6.0,66051,"38.899901,-94.831991"
1428,Lake Bronson,1.0,48.732852,-96.63391999999999,MN,-6.0,56734,"48.732852,-96.63392"
1429,Mission Hill,1.0,42.945468,-97.2884,SD,-6.0,57046,"42.945468,-97.2884"
1430,Gowen,1.0,43.244538,-85.34217,MI,-5.0,49326,"43.244538,-85.34217"
1431,Boone,1.0,42.036552,-93.931686,IA,-6.0,50037,"42.036552,-93.931686"
1432,Louisville,1.0,38.188962,-85.676819,KY,-5.0,40252,"38.188962,-85.676819"
1433,Carrabelle,1.0,29.912584000000003,-84.6407,FL,-5.0,32322,"29.912584,-84.6407"
1434,Inverness,1.0,28.865761,-82.35982,FL,-5.0,34453,"28.865761,-82.35982"
1435,Cottondale,1.0,33.170357,-87.39889000000001,AL,-6.0,35453,"33.170357,-87.39889"
1436,Holland,1.0,41.626651,-83.73047,OH,-5.0,43528,"41.626651,-83.73047"
1437,Maumee,1.0,41.576992,-83.67200000000001,OH,-5.0,43537,"41.576992,-83.672"
1438,Martins Ferry,1.0,40.103877000000004,-80.73326999999999,OH,-5.0,43935,"40.103877,-80.73327"
1439,Wolcottville,0.0,41.551546,-85.35463,IN,-5.0,46795,"41.551546,-85.35463"
1440,Seymour,0.0,38.958688,-85.89917,IN,-5.0,47274,"38.958688,-85.89917"
1441,Chattanooga,1.0,35.031674,-85.37276,TN,-5.0,37419,"35.031674,-85.37276"
1442,Scranton,1.0,42.022139,-94.56409000000001,IA,-6.0,51462,"42.022139,-94.56409"
1443,Plum City,1.0,44.624559000000005,-92.17732,WI,-6.0,54761,"44.624559,-92.17732"
1444,Williamsfield,1.0,40.929497,-90.01888000000001,IL,-6.0,61489,"40.929497,-90.01888"
1445,Akin,1.0,37.994296000000006,-88.941665,IL,-6.0,62805,"37.994296,-88.941665"
1446,Thibodaux,1.0,29.458689,-90.502848,LA,-6.0,70302,"29.458689,-90.502848"
1447,Garden City,1.0,29.761665,-91.46569000000001,LA,-6.0,70540,"29.761665,-91.46569"
1448,Arkansas City,1.0,33.608934999999995,-91.20577,AR,-6.0,71630,"33.608935,-91.20577"
1449,Alanreed,1.0,35.201105,-100.74939,TX,-6.0,79002,"35.201105,-100.74939"
1450,Pyote,1.0,31.535153,-103.12722,TX,-6.0,79777,"31.535153,-103.12722"
1451,Avondale,1.0,38.089719,-104.37807,CO,-7.0,81022,"38.089719,-104.37807"
1452,Towaoc,1.0,37.178946,-108.88768999999999,CO,-7.0,81334,"37.178946,-108.88769"
1453,Salina,1.0,36.296196,-95.10556,OK,-6.0,74365,"36.296196,-95.10556"
1454,Joinerville,1.0,32.195927000000005,-94.906515,TX,-6.0,75658,"32.195927,-94.906515"
1455,Houston,1.0,29.944922,-95.34151999999999,TX,-6.0,77032,"29.944922,-95.34152"
1456,Houston,1.0,29.833990000000004,-95.434241,TX,-6.0,77271,"29.83399,-95.434241"
1457,Caldwell,1.0,30.517098999999998,-96.67246999999999,TX,-6.0,77836,"30.517099,-96.67247"
1458,Clearwater,1.0,37.518342,-97.49452,KS,-6.0,67026,"37.518342,-97.49452"
1459,Arlington Heights,1.0,42.069327,-87.98464,IL,-6.0,60005,"42.069327,-87.98464"
1460,Round Lake,1.0,42.366253,-88.09647,IL,-6.0,60073,"42.366253,-88.09647"
1461,Papillion,1.0,41.151899,-96.04484000000001,NE,-6.0,68046,"41.151899,-96.04484"
1462,Tylersport,1.0,40.34698,-75.37698499999999,PA,-5.0,18971,"40.34698,-75.376985"
1463,Levittown,1.0,40.142059,-74.85821,PA,-5.0,19057,"40.142059,-74.85821"
1464,Earlville,1.0,40.317896000000005,-75.73144,PA,-5.0,19519,"40.317896,-75.73144"
1465,Greensboro,1.0,36.080707000000004,-80.0244,NC,-5.0,27419,"36.080707,-80.0244"
1466,Middlesex,1.0,35.777862,-78.19889,NC,-5.0,27557,"35.777862,-78.19889"
1467,Rockmart,1.0,33.987497,-85.05508,GA,-5.0,30153,"33.987497,-85.05508"
1468,Jasper,1.0,30.491893,-82.94876,FL,-5.0,32052,"30.491893,-82.94876"
1469,Lorida,1.0,27.397067,-81.1411,FL,-5.0,33857,"27.397067,-81.1411"
1470,Myakka City,1.0,27.396045,-82.23349,FL,-5.0,34251,"27.396045,-82.23349"
1471,Mineral Ridge,1.0,41.146334,-80.77271,OH,-5.0,44440,"41.146334,-80.77271"
1472,Indianapolis,0.0,39.779492,-86.132837,IN,-5.0,46266,"39.779492,-86.132837"
1473,New Washington,1.0,38.548693,-85.49124,IN,-5.0,47162,"38.548693,-85.49124"
1474,Bedford,0.0,38.865549,-86.46897,IN,-5.0,47421,"38.865549,-86.46897"
1475,Eland,1.0,44.834167,-89.23917,WI,-6.0,54427,"44.834167,-89.23917"
1476,Marine On Saint Croix,1.0,45.195606,-92.81649,MN,-6.0,55047,"45.195606,-92.81649"
1477,New Germany,1.0,44.886776,-93.97154,MN,-6.0,55367,"44.886776,-93.97154"
1478,Hymera,0.0,39.185497,-87.29997,IN,-5.0,47855,"39.185497,-87.29997"
1479,East Tawas,1.0,44.335904,-83.48516,MI,-5.0,48730,"44.335904,-83.48516"
1480,Spalding,1.0,45.695551,-87.50457,MI,-6.0,49886,"45.695551,-87.50457"
1481,Rockwell,1.0,42.994932,-93.20192,IA,-6.0,50469,"42.994932,-93.20192"
1482,Wilmington,1.0,39.787512,-75.60256,DE,-5.0,19807,"39.787512,-75.60256"
1483,Broomes Island,1.0,38.416782,-76.54814,MD,-5.0,20615,"38.416782,-76.54814"
1484,Concord,1.0,43.2134,-71.517151,NH,-5.0,3305,"43.2134,-71.517151"
1485,Wiscasset,1.0,43.974367,-69.68366,ME,-5.0,4578,"43.974367,-69.68366"
1486,Naugatuck,1.0,41.493763,-73.05173,CT,-5.0,6770,"41.493763,-73.05173"
1487,Floral Park,1.0,40.7232,-73.70475,NY,-5.0,11001,"40.7232,-73.70475"
1488,Fanrock,1.0,37.603344,-81.53998,WV,-5.0,24834,"37.603344,-81.53998"
1489,Leesville,1.0,33.931278999999996,-81.465,SC,-5.0,29070,"33.931279,-81.465"
1490,Hampton Bays,1.0,40.875896999999995,-72.52063000000001,NY,-5.0,11946,"40.875897,-72.52063"
1491,Bunnlevel,1.0,35.316332,-78.82526999999999,NC,-5.0,28323,"35.316332,-78.82527"
1492,Shunk,1.0,41.544194,-76.74643,PA,-5.0,17768,"41.544194,-76.74643"
1493,Quinton,1.0,35.119128,-95.39008000000001,OK,-6.0,74561,"35.119128,-95.39008"
1494,Carrollton,1.0,32.959222,-96.853877,TX,-6.0,75066,"32.959222,-96.853877"
1495,Dallas,1.0,32.767268,-96.777626,TX,-6.0,75396,"32.767268,-96.777626"
1496,Tom Bean,1.0,33.521578000000005,-96.48373000000001,TX,-6.0,75489,"33.521578,-96.48373"
1497,Houston,1.0,29.833326,-95.47644,TX,-6.0,77092,"29.833326,-95.47644"
1498,Greeley,1.0,40.376626,-104.762899,CO,-7.0,80632,"40.376626,-104.762899"
1499,Kimberly,1.0,42.509557,-114.37441000000001,ID,-7.0,83341,"42.509557,-114.37441"
1500,Boise,1.0,43.459855,-116.24398400000001,ID,-7.0,83799,"43.459855,-116.243984"
1501,Harrison,1.0,47.498424,-116.74475,ID,-8.0,83833,"47.498424,-116.74475"
1502,Kansas City,1.0,39.076553999999994,-94.79019,KS,-6.0,66111,"39.076554,-94.79019"
1503,Alma,1.0,38.990708000000005,-96.29473,KS,-6.0,66401,"38.990708,-96.29473"
1504,Deposit,1.0,42.076427,-75.44551,NY,-5.0,13754,"42.076427,-75.44551"
1505,Mayport,1.0,41.035602000000004,-79.2235,PA,-5.0,16240,"41.035602,-79.2235"
1506,Bayville,1.0,44.021333,-69.523263,ME,-5.0,4536,"44.021333,-69.523263"
1507,Deer Isle,1.0,44.221142,-68.66894,ME,-5.0,4627,"44.221142,-68.66894"
1508,Englishtown,1.0,40.294244,-74.34213000000001,NJ,-5.0,7726,"40.294244,-74.34213"
1509,Farmville,1.0,37.307946,-78.40144000000001,VA,-5.0,23901,"37.307946,-78.40144"
1510,Irving,1.0,32.916865,-96.97349,TX,-6.0,75063,"32.916865,-96.97349"
1511,Aurora,1.0,38.917381,-111.92835,UT,-7.0,84620,"38.917381,-111.92835"
1512,Cedar City,1.0,37.656843,-113.3695,UT,-7.0,84721,"37.656843,-113.3695"
1513,Costilla,1.0,36.959631,-105.5809,NM,-7.0,87524,"36.959631,-105.5809"
1514,San Jose,1.0,37.256743,-121.92312,CA,-8.0,95124,"37.256743,-121.92312"
1515,Ojai,1.0,34.032383,-119.1343,CA,-8.0,93024,"34.032383,-119.1343"
1516,Linden,0.0,40.19705,-86.88781,IN,-5.0,47955,"40.19705,-86.88781"
1517,Lake Orion,1.0,42.660090999999994,-83.3863,MI,-5.0,48361,"42.660091,-83.3863"
1518,Schoolcraft,1.0,42.117421,-85.67594,MI,-5.0,49087,"42.117421,-85.67594"
1519,Watchung,1.0,40.631652,-74.45454699999999,NJ,-5.0,7969,"40.631652,-74.454547"
1520,Evans,1.0,38.792125,-81.80117,WV,-5.0,25241,"38.792125,-81.80117"
1521,Kearneysville,1.0,39.349585999999995,-77.878957,WV,-5.0,25429,"39.349586,-77.878957"
1522,Hubbardston,1.0,42.477515000000004,-71.99654,MA,-5.0,1452,"42.477515,-71.99654"
1523,Dedham,1.0,42.244609000000004,-71.16553,MA,-5.0,2026,"42.244609,-71.16553"
1524,Newton,1.0,42.446396,-71.459405,MA,-5.0,2160,"42.446396,-71.459405"
1525,Banner Elk,1.0,36.166515000000004,-81.84671999999999,NC,-5.0,28604,"36.166515,-81.84672"
1526,Greenville,1.0,34.848301,-82.40578000000001,SC,-5.0,29601,"34.848301,-82.40578"
1527,Cumming,1.0,34.193041,-84.092588,GA,-5.0,30028,"34.193041,-84.092588"
1528,Nettie,1.0,38.218258,-80.70048,WV,-5.0,26681,"38.218258,-80.70048"
1529,Fisher,1.0,39.068317,-79.01717,WV,-5.0,26818,"39.068317,-79.01717"
1530,Cary,1.0,35.76812,-78.829548,NC,-5.0,27519,"35.76812,-78.829548"
1531,Lehigh,1.0,38.376681,-97.31611,KS,-6.0,67073,"38.376681,-97.31611"
1532,Bazine,1.0,38.400425,-99.68699000000001,KS,-6.0,67516,"38.400425,-99.68699"
1533,Harrison,1.0,45.688676,-111.78291999999999,MT,-7.0,59735,"45.688676,-111.78292"
1534,Kit Carson,1.0,38.463282,-120.550021,CA,-8.0,95644,"38.463282,-120.550021"
1535,Mount Shasta,1.0,41.317771,-122.31206999999999,CA,-8.0,96067,"41.317771,-122.31207"
1536,Honolulu,0.0,24.859832,-168.021815,HI,-10.0,96845,"24.859832,-168.021815"
1537,Long Island,1.0,39.947283,-99.53466999999999,KS,-6.0,67647,"39.947283,-99.53467"
1538,Sidney,1.0,41.162214,-103.01949,NE,-7.0,69162,"41.162214,-103.01949"
1539,Lafayette,1.0,30.20812,-92.095109,LA,-6.0,70593,"30.20812,-92.095109"
1540,Shreveport,1.0,32.607556,-93.75256,LA,-6.0,71138,"32.607556,-93.75256"
1541,Houston,1.0,29.57493,-95.13238,TX,-6.0,77062,"29.57493,-95.13238"
1542,San Antonio,1.0,29.405424,-98.63832,TX,-6.0,78227,"29.405424,-98.63832"
1543,Childress,1.0,34.385870000000004,-100.28401,TX,-6.0,79201,"34.38587,-100.28401"
1544,Lubbock,1.0,33.550335,-101.91660999999999,TX,-6.0,79414,"33.550335,-101.91661"
1545,Buffalo Gap,1.0,32.280068,-99.82808,TX,-6.0,79508,"32.280068,-99.82808"
1546,Pacifica,1.0,37.613806,-122.48228999999999,CA,-8.0,94044,"37.613806,-122.48229"
1547,San Jose,1.0,37.189396,-121.705327,CA,-8.0,95194,"37.189396,-121.705327"
1548,Joes,1.0,39.633953000000005,-102.69795,CO,-7.0,80822,"39.633953,-102.69795"
1549,Frisco,1.0,33.225107,-96.638614,TX,-6.0,75071,"33.225107,-96.638614"
1550,Cooper,1.0,33.377005,-95.68573,TX,-6.0,75432,"33.377005,-95.68573"
1551,Tucson,0.0,31.970131,-111.89071299999999,AZ,-7.0,85722,"31.970131,-111.890713"
1552,Shawnee Mission,1.0,38.925159,-94.64135999999999,KS,-6.0,66211,"38.925159,-94.64136"
1553,Torch,1.0,39.368235,-82.010132,OH,-5.0,45781,"39.368235,-82.010132"
1554,Antwerp,1.0,41.18312,-84.73533,OH,-5.0,45813,"41.18312,-84.73533"
1555,Fort Wayne,0.0,41.023146999999994,-85.1826,IN,-5.0,46809,"41.023147,-85.1826"
1556,Louisville,1.0,38.24142,-85.81181,KY,-5.0,40211,"38.24142,-85.81181"
1557,Roundhead,1.0,40.573227,-83.846199,OH,-5.0,43346,"40.573227,-83.846199"
1558,Mobile,1.0,30.601892,-88.21110300000001,AL,-6.0,36614,"30.601892,-88.211103"
1559,Chattanooga,1.0,35.046324,-85.31199000000001,TN,-5.0,37402,"35.046324,-85.31199"
1560,Minot,1.0,48.277024,-101.31942,ND,-6.0,58703,"48.277024,-101.31942"
1561,Butte,1.0,45.946694,-112.6987,MT,-7.0,59750,"45.946694,-112.6987"
1562,Watson,1.0,45.024344,-95.82794,MN,-6.0,56295,"45.024344,-95.82794"
1563,Racine,1.0,42.743169,-87.80534,WI,-6.0,53404,"42.743169,-87.80534"
1564,Brooklyn,1.0,42.839240999999994,-89.40088,WI,-6.0,53521,"42.839241,-89.40088"
1565,Paradise,1.0,46.659548,-85.09913,MI,-5.0,49768,"46.659548,-85.09913"
1566,Washington,1.0,43.173046,-72.09755,NH,-5.0,3280,"43.173046,-72.09755"
1567,Troy,1.0,44.902837,-72.408,VT,-5.0,5868,"44.902837,-72.408"
1568,Newark,1.0,40.79185,-74.24524100000001,NJ,-5.0,7194,"40.79185,-74.245241"
1569,Apalachin,1.0,42.059433,-76.14733000000001,NY,-5.0,13732,"42.059433,-76.14733"
1570,Rochester,1.0,43.286024,-77.684264,NY,-5.0,14638,"43.286024,-77.684264"
1571,Savona,1.0,42.330602,-77.19305,NY,-5.0,14879,"42.330602,-77.19305"
1572,Pine Grove Mills,1.0,40.726405,-77.911776,PA,-5.0,16868,"40.726405,-77.911776"
1573,Honaker,1.0,37.02264,-81.99859000000002,VA,-5.0,24260,"37.02264,-81.99859"
1574,Avalon,1.0,39.092928,-74.72688000000001,NJ,-5.0,8202,"39.092928,-74.72688"
1575,Trenton,1.0,40.206959000000005,-74.75135999999999,NJ,-5.0,8611,"40.206959,-74.75136"
1576,Phillipsburg,1.0,40.689122999999995,-75.17243,NJ,-5.0,8865,"40.689123,-75.17243"
1577,New York,1.0,40.754862,-73.97495,NY,-5.0,10167,"40.754862,-73.97495"
1578,New York,1.0,40.754463,-73.97606,NY,-5.0,10169,"40.754463,-73.97606"
1579,Flushing,1.0,40.760521999999995,-73.79612,NY,-5.0,11358,"40.760522,-73.79612"
1580,Millville,1.0,38.545970000000004,-75.11175,DE,-5.0,19967,"38.54597,-75.11175"
1581,King William,1.0,37.64375,-77.02508,VA,-5.0,23086,"37.64375,-77.02508"
1582,Irmo,1.0,34.120487,-81.19686,SC,-5.0,29063,"34.120487,-81.19686"
1583,Ehrhardt,1.0,33.094711,-81.04345,SC,-5.0,29081,"33.094711,-81.04345"
1584,Salters,1.0,33.575913,-79.85551,SC,-5.0,29590,"33.575913,-79.85551"
1585,Blue Mountain Lake,1.0,43.865351000000004,-74.43366,NY,-5.0,12812,"43.865351,-74.43366"
1586,Ray Brook,1.0,44.145678000000004,-73.81520400000001,NY,-5.0,12977,"44.145678,-73.815204"
1587,Houston,1.0,29.833990000000004,-95.434241,TX,-6.0,77244,"29.83399,-95.434241"
1588,Lane City,1.0,29.170386999999998,-96.01415899999999,TX,-6.0,77453,"29.170387,-96.014159"
1589,Deweyville,1.0,30.293684000000002,-93.74329,TX,-6.0,77614,"30.293684,-93.74329"
1590,McCabe,1.0,48.280119,-104.94413,MT,-7.0,59245,"48.280119,-104.94413"
1591,Milledgeville,1.0,41.965903999999995,-89.75896,IL,-6.0,61051,"41.965904,-89.75896"
1592,Tiskilwa,1.0,41.279825,-89.50492,IL,-6.0,61368,"41.279825,-89.50492"
1593,Atwood,1.0,39.809929,-88.45309,IL,-6.0,61913,"39.809929,-88.45309"
1594,Windyville,1.0,37.715074,-92.92425,MO,-6.0,65783,"37.715074,-92.92425"
1595,Verdel,1.0,42.811417999999996,-98.19117800000001,NE,-6.0,68782,"42.811418,-98.191178"
1596,Odin,1.0,43.847252000000005,-94.77124,MN,-6.0,56160,"43.847252,-94.77124"
1597,Acton,1.0,45.910946,-94.633724,MN,-6.0,56432,"45.910946,-94.633724"
1598,Bertha,1.0,46.252854,-95.06222,MN,-6.0,56437,"46.252854,-95.06222"
1599,Palisade,1.0,46.702946999999995,-93.5203,MN,-6.0,56469,"46.702947,-93.5203"
1600,Harristown,1.0,39.867151,-89.11324,IL,-6.0,62537,"39.867151,-89.11324"
1601,Liberty,1.0,39.282869,-94.408998,MO,-6.0,64069,"39.282869,-94.408998"
1602,Columbus,1.0,32.534852,-84.906483,GA,-5.0,31908,"32.534852,-84.906483"
1603,Pompano Beach,1.0,26.272608,-80.25589000000001,FL,-5.0,33065,"26.272608,-80.25589"
1604,Miami,1.0,25.786326000000003,-80.2029,FL,-5.0,33136,"25.786326,-80.2029"
1605,Ora,0.0,41.172438,-86.55239,IN,-5.0,46968,"41.172438,-86.55239"
1606,North Hyde Park,1.0,44.67307,-72.59705699999999,VT,-5.0,5665,"44.67307,-72.597057"
1607,Holtsville,1.0,40.922326,-72.637078,NY,-5.0,544,"40.922326,-72.637078"
1608,Nelsonia,1.0,37.816896,-75.58322700000001,VA,-5.0,23414,"37.816896,-75.583227"
1609,Coburn,1.0,40.847255,-77.47633,PA,-5.0,16832,"40.847255,-77.47633"
1610,Chatsworth,1.0,39.777314000000004,-74.5354,NJ,-5.0,8019,"39.777314,-74.5354"
1611,Huntington,1.0,38.413384,-82.277401,WV,-5.0,25723,"38.413384,-82.277401"
1612,Rosedale,1.0,40.662538,-73.73514,NY,-5.0,11422,"40.662538,-73.73514"
1613,Warrenton,1.0,38.765619,-77.820293,VA,-5.0,20188,"38.765619,-77.820293"
1614,College Park,1.0,38.833563,-76.87774300000001,MD,-5.0,20742,"38.833563,-76.877743"
1615,Easton,1.0,40.681798,-75.22081999999999,PA,-5.0,18042,"40.681798,-75.22082"
1616,West Mclean,1.0,38.831813000000004,-77.28875500000001,VA,-5.0,22103,"38.831813,-77.288755"
1617,Old Bethpage,1.0,40.765378000000005,-73.45781,NY,-5.0,11804,"40.765378,-73.45781"
1618,Andrews,1.0,35.202178,-83.81695,NC,-5.0,28901,"35.202178,-83.81695"
1619,Rexford,1.0,42.842133000000004,-73.86828,NY,-5.0,12148,"42.842133,-73.86828"
1620,Cowpens,1.0,35.043504999999996,-81.81026,SC,-5.0,29330,"35.043505,-81.81026"
1621,Red Oak,1.0,36.054832,-77.911635,NC,-5.0,27868,"36.054832,-77.911635"
1622,Riegelsville,1.0,40.576989000000005,-75.22121,PA,-5.0,18077,"40.576989,-75.22121"
1623,Colorado Springs,1.0,38.824690000000004,-104.562027,CO,-7.0,80950,"38.82469,-104.562027"
1624,Greensboro,1.0,36.022863,-79.77895,NC,-5.0,27406,"36.022863,-79.77895"
1625,Sharon,1.0,37.253964,-98.41429000000001,KS,-6.0,67138,"37.253964,-98.41429"
1626,Fowler,1.0,43.011103000000006,-84.74589,MI,-5.0,48835,"43.011103,-84.74589"
1627,Denton,1.0,40.739508,-96.84873,NE,-6.0,68339,"40.739508,-96.84873"
1628,Docena,1.0,33.559455,-86.92968,AL,-6.0,35060,"33.559455,-86.92968"
1629,Panaca,1.0,37.785734000000005,-114.38399,NV,-8.0,89042,"37.785734,-114.38399"
1630,Harpers Ferry,1.0,39.272324,-77.77982,WV,-5.0,25425,"39.272324,-77.77982"
1631,Los Angeles,1.0,34.03457,-118.42843,CA,-8.0,90064,"34.03457,-118.42843"
1632,Humarock,1.0,42.142835999999996,-70.69353000000001,MA,-5.0,2047,"42.142836,-70.69353"
1633,Sheppton,1.0,40.89707,-76.11711,PA,-5.0,18248,"40.89707,-76.11711"
1634,Bossier City,1.0,32.62762,-93.608968,LA,-6.0,71113,"32.62762,-93.608968"
1635,Strasburg,1.0,40.597120000000004,-81.53098,OH,-5.0,44680,"40.59712,-81.53098"
1636,Cincinnati,1.0,39.166759000000006,-84.53822,OH,-5.0,45273,"39.166759,-84.53822"
1637,Westwood,1.0,40.290007,-121.05272,CA,-8.0,96137,"40.290007,-121.05272"
1638,Iron City,1.0,31.011595,-84.80242,GA,-5.0,31759,"31.011595,-84.80242"
1639,Billings,1.0,45.978288,-108.19450800000001,MT,-7.0,59104,"45.978288,-108.194508"
1640,Sugar Grove,1.0,41.779939,-88.45183,IL,-6.0,60554,"41.779939,-88.45183"
1641,Loves Park,1.0,42.325364,-89.170527,IL,-6.0,61130,"42.325364,-89.170527"
1642,Foosland,1.0,40.376141,-88.4135,IL,-6.0,61845,"40.376141,-88.4135"
1643,Medora,1.0,39.177478,-90.142329,IL,-6.0,62003,"39.177478,-90.142329"
1644,Rockwood,1.0,37.845454,-89.66878,IL,-6.0,62280,"37.845454,-89.66878"
1645,Bassett,1.0,42.539609999999996,-99.52938,NE,-6.0,68714,"42.53961,-99.52938"
1646,Norco,1.0,30.007089,-90.41389000000001,LA,-6.0,70079,"30.007089,-90.41389"
