Provider ID,Hospital name,State,ZIP Code,Latitude,Longitude,Review Score,Hip and Knee Replacement Score,Hip and Knee Replacement Lower,Hip and Knee Replacement Upper,Heart Failure Death Score,Heart Failure Death Lower,Heart Failure Death Upper,Blood clots post surgery Score,Blood clots post surgery Lower,Blood clots post surgery Upper,Heart Attack Death Score,Heart Attack Death Lower,Heart Attack Death Upper,Post surgery Sepsis Score,Post surgery Sepsis Lower,Post surgery Sepsis Upper,Postop Respiratory Failure Score,Postop Respiratory Failure Lower,Postop Respiratory Failure Upper,Postop Dialysis need Score,Postop Dialysis need Lower,Postop Dialysis need Upper,Surgical Complication Deaths Score,Surgical Complication Deaths Lower,Surgical Complication Deaths Upper,Pneumonia death Score,Pneumonia death Lower,Pneumonia death Upper,Stroke death Score,Stroke death Lower,Stroke death Upper,Review Score Transformed,Mortality transformed,Complications transformed
050710,KAISER FOUNDATION HOSPITAL - FRESNO,CA,93720,36.84278,-119.78343600000001,0.0,0.0,0,0,0.0,0,0,-0.20919229028549224,0.74,6.51,0.0,0,0,0.5008879678758814,1.89,9.61,9.10,1.22,16.99,-0.024833094903787163,0,2.76,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,-0.0667156456716505
050714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,CA,95065,36.987865,-121.97818000000001,0.0,-1.3496834955283321,1.1,3.3,0.0,0,0,-0.4713630908261405,0.59,6.18,0.0,0,0,-0.4953222423082228,0.91,8.44,5.84,0,13.09,-0.05698591168757542,0,2.74,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,0.5933386850875676
050717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,CA,90242,33.929099,-118.157999,0.0,0.0,0,0,0.0,0,0,0.4134633609985471,1.30,7.08,0.0,0,0,-0.22532134422094227,1.09,8.86,6.61,0,14.32,-0.05698591168757542,0,2.75,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,-0.03278902627250735
050723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,CA,91706,34.064642,-117.984646,0.0,0.0,0,0,0.0,0,0,-0.2856587737765149,0.69,6.42,0.0,0,0,-0.16014871364815014,1.13,8.96,7.47,0,15.67,-0.024833094903787163,0,2.76,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,0.11766014558211305
050724,BAKERSFIELD HEART HOSPITAL,CA,93308,35.386106,-119.040847,0.0,-0.3811146427093612,1.3,4.0,0.8291286781917541,10.4,16.5,-0.3184301238440957,1.03,6.00,-0.47522241886318023,9.7,16.2,-1.4915324524923268,0.3,6.91,7.00,0.05,13.96,-1.7289323844445634,0,1.9,151.93,106.95,196.92,-0.1046820178882121,12.5,19.2,0.13823617399525945,10.5,19.2,0.0,-0.09686510385890529,0.9800024008725867
050726,STANISLAUS SURGICAL HOSPITAL,CA,95355,37.664558,-120.957516,0.0,-1.1559697249645378,1.3,3.2,0.0,0,0,-0.5806009243847439,0.53,6.03,0.0,0,0,-0.34635622957041273,1.01,8.67,5.82,0,13.06,-0.024833094903787163,0,2.76,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,0.5269399934558704
050727,COMMUNITY HOSPITAL OF LONG BEACH,CA,90804,33.788231,-118.145886,0.0,0.0,0,0,0.4803147074715406,9.2,17.0,-0.5150582242495818,0.57,6.11,-0.7212875456179495,9.5,15.7,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1.0021595458620263,15.0,21.0,-0.2552739238181493,10.4,18.3,0.0,-0.12647819597436702,0.12876455606239545
050735,WHITTIER HOSPITAL MEDICAL CENTER,CA,90605,33.950748,-118.00511399999999,93.0,0.0,0,0,-0.4498558811156954,7.8,15.0,-0.4495155241144198,0.60,6.20,0.5910597970741576,11.1,17.2,-0.17876946524037682,1.11,8.92,7.10,0,15.1,-0.08913872847136368,0,2.74,0,0,0,-1.5637004428317074,10.0,15.8,0.0,0,0,0.028555913558843123,0.3556241317183113,0.17935592945654008
050736,MONTEREY PARK HOSPITAL,CA,91754,34.049769,-118.138751,94.0,0.0,0,0,-0.6823985282625047,7.5,14.8,0.8285671285212396,1.74,7.40,0.0,0,0,-0.28118359899762063,1.05,8.77,6.57,0,14.26,-0.05698591168757542,0,2.75,0,0,0,-0.20530397822914245,11.5,20.5,0.0,0,0,0.41968539624359064,0.2219256266229118,-0.12259940445901087
050737,GARFIELD MEDICAL CENTER,CA,91754,34.067864,-118.122906,88.0,0.0,0,0,-2.0776544111433592,6.3,10.5,-0.9629333418398551,0.51,5.34,-0.3932007099449238,10.0,15.9,-0.31842510218207315,1.29,8.45,10.16,2.62,17.7,0.26454225615030647,0.08,2.7,166.86,121.48,212.24,-1.1109016212975191,11.9,15.6,-1.89489933137402,8.8,14.6,-1.9270914998648945,1.3691640184399554,0.25420404696790544
050738,GREATER EL MONTE COMMUNITY HOSPITAL,CA,91733,34.048705,-118.042452,90.0,0.0,0,0,0.0,0,0,-0.09995445672688881,0.79,6.64,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.8593467204451923,11.1,17.5,0.0,0,0,-1.1448325344953996,0.21483668011129808,0.024988614181722203
050739,CENTINELA HOSPITAL MEDICAL CENTER,CA,90301,33.949086,-118.34821399999998,0.0,0.0,0,0,-3.9379955883178313,3.9,6.3,-1.694826826682498,0.14,4.38,-2.2797000150648272,8.3,12.9,-1.8825682359290778,0.08,6.3,5.47,0.06,10.88,-1.2466401326877399,0,2.14,168.13,124.69,211.56,-2.066810244536361,10.1,13.5,-2.944259592209777,7.5,12.5,0.0,2.807191360032199,1.206008798824829
050740,MARINA DEL REY HOSPITAL,CA,90291,33.981732,-118.440154,0.0,0.006312898418227551,1.5,4.5,0.015229413177923107,8.9,15.3,1.2873660294673734,2.55,7.42,-1.3774612169640037,8.9,14.6,-0.5046326181043358,1.17,8.18,4.32,0,9.76,-0.24990281239030498,0,2.65,0,0,0,-0.6077918195928657,12.0,17.4,-0.38644395642261964,10.0,18.4,0.0,0.5891168949503914,-0.13478587434774003
050742,OLYMPIA MEDICAL CENTER,CA,90036,34.057527,-118.359857,87.0,-0.1874008721455668,1.5,4.4,-2.484604043650275,5.6,10.0,-1.1049425254660399,0.26,5.33,-0.2291572921084095,10.2,16.1,0.08192105705079082,1.57,9.04,9.12,2.04,16.19,-0.12129154525515194,0,2.71,0,0,0,-1.2115235816384495,11.6,15.3,-1.5013892335606112,9.1,15.3,-2.3182209825496423,1.3566685377394363,0.33292847145399196
050744,ANAHEIM GLOBAL MEDICAL CENTER,CA,92805,33.820566,-117.909002,0.0,0.0,0,0,0.0,0,0,-0.17642094021791146,0.75,6.55,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.19718386313457983,12.7,20.1,0.0,0,0,0.0,-0.04929596578364496,0.044105235054477866
050745,CHAPMAN GLOBAL MEDICAL CENTER,CA,92869,33.787878,-117.82705800000001,0.0,-0.3811146427093612,1.4,4.2,0.0,0,0,0.3697682275751057,1.28,7.03,0.0,0,0,-0.23463172001705518,1.08,8.85,8.40,0.77,16.02,-0.024833094903787163,0,2.76,0,0,0,-0.00406005754728086,11.6,20.7,0.0,0,0,0.0,0.001015014386820215,0.06770280751377446
050746,ORANGE COUNTY GLOBAL MEDICAL CENTER,CA,92705,33.753636,-117.834209,0.0,0.0,0,0,1.2360783106986706,9.8,19.6,0.0420547268992954,1.25,6.44,-0.5572441277814366,9.4,16.2,0.1936455666041484,1.65,9.19,10.06,2.61,17.51,-0.2820556291740932,0,2.64,178.03,130.43,225.63,1.4046473872257494,14.8,23.0,1.0564264022265473,12.6,20.5,0.0,-0.7849769930923827,0.011588833917662356
050747,SOUTH COAST GLOBAL MEDICAL CENTER,CA,92704,33.710692,-117.88541000000001,0.0,0.0,0,0,0.0,0,0,-0.08903067337102871,0.80,6.66,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.05437103771774693,12.3,19.7,0.0,0,0,0.0,0.013592759429436732,0.022257668342757178
050748,KAISER FOUNDATION HOSPITAL MANTECA,CA,95337,37.797371,-121.246183,0.0,0.0,0,0,0.0,0,0,-0.29658255713237497,0.69,6.40,0.0,0,0,-0.3277354779781861,1.02,8.7,6.71,0,14.48,-0.08913872847136368,0,2.73,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,0.1783641908954812
050751,MIRACLE MILE MEDICAL CENTER,CA,90036,34.057352,-118.36198300000001,88.0,0.0,0,0,0.0,0,0,-0.09995445672688881,0.79,6.64,0.0,0,0,-0.09497608307535803,1.17,9.05,6.88,0,14.75,0.0073197218800010976,0,2.78,0,0,0,0.0,0,0,0.0,0,0,-1.9270914998648945,-0.0,0.046902704480561434
050754,MENLO PARK SURGICAL HOSPITAL,CA,94025,37.462043,-122.159517,0.0,0.0,0,0,0.0,0,0,0.00928337683171413,0.85,6.78,0.0,0,0,-0.04842420409479258,1.2,9.12,7.56,0,15.8,0.0073197218800010976,0,2.78,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,0.007955276345769337
050755,SHERMAN OAKS HOSPITAL,CA,91403,34.15981,-118.448705,0.0,-0.1874008721455668,1.4,4.3,-2.0195187493566564,6.4,10.6,-1.6183603431914753,0.01,4.64,-3.2639605220839085,7.3,11.6,-0.3649769811626386,1,8.65,6.47,0,14.1,-0.08913872847136368,0,2.73,156.57,110.36,202.78,-2.117121224706826,9.6,13.7,-0.05851887491144549,10.6,18.8,0.0,1.864779842764709,0.5649692312427611
050757,ALVARADO HOSPITAL MEDICAL CENTER,CA,92120,32.777136,-117.056602,0.0,1.168595521800993,2.0,5.2,-1.2637551461295273,7.1,12.8,-0.7990765915019503,0.76,5.40,0.5910597970741576,11.0,17.4,-0.29049397479373357,1.54,8.27,6.57,1.04,12.09,-0.4749725298768228,0,2.54,175.54,128.86,222.22,-1.8655663238544995,9.9,14.8,0.007066141390790269,10.6,18.8,0.0,0.6327988828797698,0.09898689359287845
050758,MONTCLAIR HOSPITAL MEDICAL CENTER,CA,91763,34.077662,-117.69609799999999,0.0,0.0,0,0,0.0,0,0,0.3260730941516643,1.25,6.96,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.9599686807861227,11.0,17.3,0.0,0,0,0.0,0.23999217019653069,-0.08151827353791607
050760,KAISER FOUNDATION HOSPITAL - ANTIOCH,CA,94531,37.949469,-121.774824,0.0,0.0,0,0,0.0,0,0,-0.38397282397925775,0.64,6.29,0.0,0,0,-0.2718732232015077,1.05,8.78,6.45,0,14.08,1.3255852100153183,0.26,3.18,0,0,0,0.14687288296411555,11.7,21.6,0.3349912229019644,11.0,19.7,0.0,-0.12046602646652,-0.1674347907086382
050761,PROVIDENCE TARZANA MEDICAL CENTER,CA,91356,34.169777,-118.53183,90.0,1.168595521800993,1.8,5.5,-2.0776544111433592,6.6,10.1,-1.3561895426508275,0.57,4.58,-1.6235263437187744,8.9,13.8,-0.7653231403955034,1.53,7.26,8.15,3.57,12.74,-0.18559717882272847,0,2.49,162.50,118.72,206.29,-2.016499264365895,10.0,13.7,-0.5831990053293234,10.9,16.5,-1.1448325344953996,1.575219756139338,0.2846285850170166
050763,SILVER LAKE MEDICAL CENTER,CA,90026,34.06879,-118.26356000000001,0.0,0.0,0,0,-1.0893481607694202,6.8,13.8,-0.4276679574026991,0.61,6.22,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-3.1736518082865985,7.3,12.2,0.0,0,0,0.0,1.0657499922640046,0.10691698935067477
050764,SHASTA REGIONAL MEDICAL CENTER,CA,96001,40.585376,-122.386683,0.0,-1.1559697249645378,1.3,3.0,-0.8568055136226109,8.4,12.7,-2.1208543775610504,0.00,3.94,0.34499467031938685,11.2,16.4,-1.3798079429389691,0.6,6.86,7.66,2.48,12.83,-1.2144873159039518,0,2.17,186.34,140.24,232.44,2.410866990635056,18.0,23.7,-0.7799540542360284,10.3,16.4,0.0,-0.27977552327395094,1.4677798403421274
050765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,CA,92555,33.895697,-117.18712099999999,0.0,0.0,0,0,0.0,0,0,-0.06718310665930803,0.81,6.69,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,0.016795776664827008
050766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,CA,95991,39.132167,-121.613603,0.0,-0.5748284132731555,1.5,3.7,0.0,0,0,-0.6679911912316262,0.48,5.91,0.0,0,0,-0.8304957709682946,0.7,7.94,4.52,0,10.89,-0.21774999560651673,0,2.67,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,0.5727663427698982
050767,KAISER FOUNDATION HOSPITAL - VACAVILLE,CA,95688,38.390073,-121.936776,0.0,0.0,0,0,0.0,0,0,-0.49321065753786114,0.58,6.14,0.0,0,0,-0.2718732232015077,1.05,8.78,8.22,0.69,15.75,-0.05698591168757542,0,2.75,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,0.20551744810673606
050769,HOAG ORTHOPEDIC INSTITUTE,CA,92618,33.66095,-117.774478,96.0,-1.9308248072197143,1.2,2.0,0.0,0,0,-1.8586835770204029,0.38,3.84,0.0,0,0,-1.584636210453458,0.47,6.55,6.67,2.47,10.88,-0.4106668963092463,0,2.57,152.87,100.92,204.81,0.0,0,0,0.0,0,0,1.2019443616130858,-0.0,1.4462028727507055
050770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,CA,92563,33.613435,-117.16892299999999,0.0,0.006312898418227551,1.6,4.2,-0.3335845575422913,8.4,14.8,-1.410808459430129,0.11,4.92,-0.8033092545362073,9.6,15.5,-0.31842510218207315,1.29,8.45,9.60,2.86,16.33,0.7789873246909186,0.17,2.94,152.19,107.87,196.51,-0.5071698592519344,11.8,18.3,-0.4520289727248542,10.0,18.1,0.0,0.5240231610138218,0.235983334625764
050771,COAST PLAZA HOSPITAL,CA,90650,33.912428,-118.09915600000001,0.0,0.0,0,0,-0.8568055136226109,7.4,14.1,-0.4385917407585592,0.61,6.21,-0.8033092545362073,9.4,15.7,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.5071698592519344,12.0,17.8,0.0,0,0,0.0,0.5418211568526882,0.1096479351896398
050772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,CA,95661,38.746698,-121.24716599999999,0.0,0.0,0,0,0.0,0,0,-0.7116863246550675,0.46,5.86,0.0,0,0,-0.03911382829867966,1.48,8.85,8.77,1.78,15.76,-0.1534443620389402,0,2.7,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,0.22606112874817186
050773,SAN LEANDRO HOSPITAL,CA,94578,37.714632,-122.141973,0.0,-0.1874008721455668,1.4,4.6,-1.2637551461295273,7.0,13.0,0.2714541773723619,1.39,6.73,-0.8033092545362073,9.1,16.2,-0.4580807391237703,0.93,8.5,10.72,2.98,18.46,-0.21774999560651673,0,2.66,0,0,0,-0.4568588790814692,12.2,18.3,-0.05851887491144549,10.8,18.2,0.0,0.6456105386646623,0.147944357375873
050775,TEMECULA VALLEY HOSPITAL,CA,92592,33.47929,-117.105744,94.0,-0.9622559544007434,1.2,3.5,-1.4962977932763366,7.0,11.9,-1.0175522586191572,0.48,5.27,0.09892954356461763,10.7,16.6,-0.12290721046369762,1.43,8.74,5.90,0,13.19,-0.5392781634443993,0,2.51,151.39,105.2,197.58,-0.7587247601042612,11.5,17.6,-0.32085894012038385,10.4,18.0,0.41968539624359064,0.619237987484091,0.6604983967319994
050776,COLLEGE MEDICAL CENTER,CA,90806,33.807201,-118.193721,0.0,0.0,0,0,0.0,0,0,-0.34027769055581636,0.66,6.34,0.0,0,0,-0.020493076706452985,1.22,9.16,7.69,0,16,0.0073197218800010976,0,2.78,0,0,0,-0.4568588790814692,11.8,18.4,0.0,0,0,0.0,0.1142147197703673,0.08836276134556707
050777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,CA,94577,37.706524,-122.16944699999999,0.0,0.0,0,0,0.0,0,0,0.16221634381375893,1.15,6.77,0.0,0,0,-0.2718732232015077,1.06,8.79,6.65,0,14.39,-0.05698591168757542,0,2.75,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,0.041660697768831044
050778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,CA,92354,34.049482,-117.261122,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,-0.0
050779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",CA,90059,33.924361,-118.244331,0.0,0.0,0,0,-0.042906248608779986,8.0,16.7,-0.25288742370893363,0.71,6.44,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.6077918195928657,10.6,19.5,0.0,0,0,0.0,0.16267451705041142,0.06322185592723341
050780,FOOTHILL REGIONAL MEDICAL CENTER,CA,92780,33.730773,-117.829485,0.0,0.0,0,0,0.0,0,0,-0.09995445672688881,0.79,6.65,0.0,0,0,-0.18807984103648973,1.11,8.91,0,0,0,-0.024833094903787163,0,2.76,0,0,0,-1.5133894626612414,9.6,16.7,0.0,0,0,0.0,0.37834736566531035,0.07821684816679142
050781,SONOMA WEST MEDICAL CENTER,CA,95472,38.397139,-122.82043700000001,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,-0.0
050782,CASA COLINA HOSPITAL,CA,91767,34.096242,-117.74686100000001,0.0,-0.3811146427093612,1.4,4.4,0.0,0,0,-0.4167441740468385,0.62,6.24,0.0,0,0,-0.4580807391237703,0.94,8.51,5.25,0,12.13,-0.12129154525515194,0,2.72,0,0,0,-0.7587247601042612,10.6,18.6,0.0,0,0,0.0,0.1896811900260653,0.3443077752837805
050783,COLUSA MEDICAL CENTER,CA,95932,39.207286,-121.999974,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,-0.0
051300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,CA,96122,39.806144,-120.46312900000001,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.35623691874053887,10.7,20.7,0.0,0,0,0.0,0.08905922968513472,-0.0
051301,ADVENTIST HEALTH TEHACHAPI VALLEY,CA,93561,35.130061,-118.44896000000001,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,-0.0
051302,SOUTHERN INYO HOSPITAL,CA,93545,36.608374,-118.058159,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,-0.0
051303,MAMMOTH HOSPITAL,CA,93546,37.645071,-118.96391100000001,0.0,-0.1874008721455668,1.4,4.5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,0.0468502180363917
051304,JOHN C FREMONT HEALTHCARE DISTRICT,CA,95338,37.500531,-119.976948,0.0,0.0,0,0,-0.15917757218218412,7.7,16.6,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1.0021595458620263,13.0,23.7,0.0,0,0,0.0,-0.21074549341996054,-0.0
051305,MAYERS MEMORIAL HOSPITAL,CA,96028,41.023968,-121.424651,0.0,0.0,0,0,0.3640433838981365,8.3,18.3,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1.2537144467143528,13.2,24.6,0.0,0,0,0.0,-0.40443945765312234,-0.0
051306,GLENN MEDICAL CENTER,CA,95988,39.520467,-122.20812,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.30592593857007366,10.7,21.0,0.0,0,0,0.0,0.07648148464251842,-0.0
051307,CATALINA ISLAND MEDICAL CENTER,CA,90704,33.339079,-118.330477,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,-0.0
051308,SURPRISE VALLEY COMMUNITY HOSPITAL,CA,96104,41.531931,-120.171899,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,-0.0
051309,JEROLD PHELPS COMMUNITY HOSPITAL,CA,95542,40.101491,-123.79275600000001,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,-0.0
051310,ADVENTIST HEALTH HOWARD MEMORIAL,CA,95490,39.389777,-123.33997099999999,0.0,-0.5748284132731555,1.4,3.6,0.5965860310449458,9.2,17.6,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.6077918195928657,10.6,19.1,0.0,0,0,0.0,0.0028014471369799676,0.14370710331828887
051311,ORCHARD HOSPITAL,CA,95948,39.366974,-121.68971699999999,0.0,0.0,0,0,0.9454000017651591,9.1,19.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.7587247601042612,10.5,19.3,0.0,0,0,0.0,-0.0466688104152245,-0.0
051312,MOUNTAINS COMMUNITY HOSPITAL,CA,92352,34.2659,-117.167092,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.6077918195928657,10.2,20.3,0.0,0,0,0.0,0.15194795489821641,-0.0
051314,KERN VALLEY HEALTHCARE DISTRICT,CA,93240,35.635351,-118.4063,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.406547898911004,10.8,20.5,0.0,0,0,0.0,0.101636974727751,-0.0
051315,TRINITY HOSPITAL,CA,96093,40.737579,-122.939444,0.0,0.0,0,0,-0.39172021932899337,7.4,16.7,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.9096577006156575,10.4,18.5,0.0,0,0,0.0,0.3253444799861627,-0.0
051316,FAIRCHILD MEDICAL CENTER,CA,96097,41.718579,-122.64545700000001,0.0,-0.1874008721455668,1.4,4.3,1.1198069871252654,9.7,19.3,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,2.863665812169244,16.9,27.4,0.400576239204199,11.1,20.1,0.0,-1.096012259624677,0.0468502180363917
051317,ADVENTIST HEALTH CLEARLAKE,CA,95422,38.935153,-122.619774,0.0,0.0,0,0,-0.5661272046890996,7.7,14.8,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.25561495839960763,11.9,19.3,0.0,0,0,0.0,0.2054355407721768,-0.0
051318,REDWOOD MEMORIAL HOSPITAL,CA,95540,40.583071,-124.13594199999999,0.0,-0.9622559544007434,1.2,3.6,0.015229413177923107,7.9,16.9,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.04625092262318431,11.8,21.0,0.9908413859243127,11.4,21.5,0.0,-0.26308043043135504,0.24056398860018585
051319,MERCY MEDICAL CENTER MT SHASTA,CA,96067,41.317764,-122.321554,0.0,-0.768542183836949,1.3,3.8,1.4104852960587766,9.7,20.3,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.29780582347551016,12.2,21.7,0.0,0,0,0.0,-0.4270727798835717,0.19213554595923726
051320,BANNER LASSEN MEDICAL CENTER,CA,96130,40.438197,-120.627429,0.0,0.0,0,0,-0.15917757218218412,7.9,16.4,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.00406005754728086,11.9,20.8,0.0,0,0,0.0,0.040809407432366246,-0.0
051321,HEALDSBURG DISTRICT HOSPITAL,CA,95448,38.626583,-122.86374099999999,93.0,0.006312898418227551,1.5,4.4,0.1896363985380293,8.5,16.7,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.20530397822914245,11.8,19.8,-0.648784021631558,9.8,17.4,0.028555913558843123,0.16611290033066778,-0.0015782246045568877
051323,COLORADO RIVER MEDICAL CENTER,CA,92363,34.832836,-114.61831699999999,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,-0.0,-0.0
051324,NORTHERN INYO HOSPITAL,CA,93514,37.362108,-118.407362,0.0,-0.768542183836949,1.3,4.1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.1046820178882121,11.8,20.2,0.6629163044131385,11.4,19.8,0.0,-0.13955857163123161,0.19213554595923726
051325,MENDOCINO COAST DISTRICT HOSPITAL,CA,95437,39.432613,-123.800797,0.0,0.2000266689820219,1.6,4.8,0.3640433838981365,8.5,17.7,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.4568588790814692,11.3,19.3,0.6629163044131385,11.2,19.8,0.0,-0.14252520230745147,-0.050006667245505475
051326,PLUMAS DISTRICT HOSPITAL,CA,95971,39.934767,-120.919251,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.1046820178882121,11.5,20.9,0.0,0,0,0.0,0.026170504472053026,-0.0
051327,SENECA DISTRICT HOSPITAL,CA,96020,40.305302,-121.23401799999999,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.15499299805867728,11.2,21.2,0.0,0,0,0.0,0.03874824951466932,-0.0
051328,TAHOE FOREST HOSPITAL,CA,96161,39.325163,-120.20134399999999,0.0,0.7811679806734041,1.9,4.9,-1.031212498982718,6.8,14.1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.09656190279364948,11.6,21.2,0.0,0,0,0.0,0.23366264904726713,-0.19529199516835102
051329,SUTTER LAKESIDE HOSPITAL,CA,95453,39.105175,-122.90823799999998,0.0,0.006312898418227551,1.5,4.6,0.8291286781917541,9.6,18.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.7587247601042612,11.0,18.0,0.7285013207153731,11.1,20.9,0.0,-0.1997263097007165,-0.0015782246045568877
051330,MODOC MEDICAL CENTER,CA,96101,41.479949,-120.545503,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.2474948433050459,11.6,22.3,0.0,0,0,0.0,-0.061873710826261474,-0.0
051331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,CA,93463,34.602465,-120.12664299999999,96.0,0.0,0,0,1.0616713253385632,9.4,19.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,-0.6077918195928657,10.8,19.3,0.0,0,0,1.2019443616130858,-0.1134698764364244,-0.0
